4554857727453019050*~(x|5148131303079159687) + 4554857727453019050*~(x|~5148131303079159687) + 13891886349992469251*~x,  3735936685*~x
18446744069973614931*(x&~3626400055619784477) + 3735936685*~3626400055619784477 + 18446744069973614931*~(x^3626400055619784477) + 3735936685*~(x&~3626400055619784477),  3735936685*~x
6420077963950238191*~(x|9046771048043497189) + 6420077956478364821*(x&9046771048043497189) + 12026666113495250110*~(x^9046771048043497189) + 3735936685*9046771048043497189,  3735936685*~x
14978841673332106191*(x&~5040320513538749560) + 14978841677068042876*~x + 3467902400377445425*~(x&5040320513538749560),  3735936685*~x
9959229695658136118*~(x|4966840267500606622) + 18446744069973614931*~4966840267500606622 + 9959229691922199433*(x^4966840267500606622) + 8487514385523288868*~(x&4966840267500606622),  3735936685*~x
8508743221171261610*~(x|~5136159669529867685) + 4969000430005081688*~x + 13477743647440406613*~(x^5136159669529867685) + 4969000426269145003*5136159669529867685,  3735936685*~x
1880591245062566351*~(x|6668264512834021947) + 18446744069973614931*(x&6668264512834021947) + 1880591245062566351*6668264512834021947 + 16566152832382921950*~(x&~6668264512834021947),  3735936685*~x
13318586733825909143*~(x&7336261747653929257) + 13318586730089972458*x + 13318586733825909143*~(x&~7336261747653929257) + 8190429390206329985,  3735936685*~x
3735936685*~(x|4676973284023891784) + 4303707117084132118*~(x|~4676973284023891784) + 4303707113348195433*(x|~4676973284023891784) + 4303707113348195433,  3735936685*~x
5712226122272276908*~x + 5712226118536340223*(x&2238074616341820702) + 12734517955173211393*~(x&~2238074616341820702),  3735936685*~x
6546770147322303188*~(x|~6943670695047185073) + 11899973930123185113*~x + 11899973926387248428*x + 6546770147322303188*(x|~6943670695047185073),  3735936685*~x
7914013534658879247*~(x|7043179578585942727) + 18446744069973614931*(x|~7043179578585942727) + 7914013530922942562*(x|7043179578585942727) + 7914013527187005877,  3735936685*~x
17828335866582143609*~x + 618408210863344692*~(x&5961518395900026192) + 618408210863344692*~(x&~5961518395900026192) + 618408210863344692,  3735936685*~x
11299748985838499726*(x&~2619705862753136176) + 3735936685*~(x&2619705862753136176) + 11299748989574436411*2619705862753136176 + 7146995084135115205*(x|2619705862753136176),  3735936685*~x
7285871289334005113*~x + 11160872788111483188*~(x&1672872612122987446) + 11160872788111483188*1672872612122987446 + 7285871285598068428*(x|1672872612122987446),  3735936685*~x
3119503873872316161*~x + 3119503870136379476*x + 3119503870136379476,  3735936685*~x
3735936685*~(x|8986411069098809508) + 9930720298663347751*~(x|~8986411069098809508) + 9930720294927411066*~(x^8986411069098809508) + 8516023778782140550*~(x&~8986411069098809508),  3735936685*~x
562579477008541568*~x + 17884164600436946733*~(x&6225024961907738178) + 17884164600436946733*(x&6225024961907738178) + 562579473272604883*x,  3735936685*~x
12861353156278560875*~(x|~440577661297634880) + 5585390921166927426*~x + 5585390917430990741*(x|440577661297634880) + 5585390917430990741,  3735936685*~x
2648055721330048117*~2198845292526319939 + 15798688356115440184*~x + 15798688352379503499*(x|~2198845292526319939) + 2648055721330048117*~(x&~2198845292526319939),  3735936685*~x
7169115585074697935*~x + 7169115581338761250*(x&4379065051434300138) + 11277628492370790366*~(x&~4379065051434300138),  3735936685*~x
2911336369888378859*~(x|1766109263116435810) + 2911336369888378859*~(x|~1766109263116435810) + 15535407707557109442*~x,  3735936685*~x
18446744069973614931*(x&~6260116030934638169) + 14881822604316464678*~6260116030934638169 + 14881822604316464678*~(x|~6260116030934638169) + 3564921473129023623*~(x&6260116030934638169),  3735936685*~x
10389438622556720749*(x&~2769205621703070700) + 3735936685*~(x&2769205621703070700) + 10389438626292657434*~(x&~2769205621703070700) + 10389438626292657434,  3735936685*~x
17566587313892716721*~(x|6249942672476953169) + 880156763552771580*~6249942672476953169 + 880156767288708265*~(x|~6249942672476953169) + 17566587310156780036*(x^6249942672476953169),  3735936685*~x
17481495003742038066*~(x|~4642281165750147297) + 3735936685*~x + 17481495003742038066*(x&4642281165750147297) + 965249069967513550*4642281165750147297,  3735936685*~x
12260405761305403011*(x&~4667526056083226353) + 6186338308668211920*~4667526056083226353 + 6186338308668211920*(x^4667526056083226353) + 12260405768777276381*~(x&4667526056083226353),  3735936685*~x
4407754472503891555*~(x|8686580660185157605) + 4407754468767954870*(x&~8686580660185157605) + 4407754472503891555*~(x|~8686580660185157605) + 14038989604941596746*~(x&8686580660185157605),  3735936685*~x
264404938250798264*~(x|8687093617460034286) + 18446744069973614931*(x&~8687093617460034286) + 264404938250798264*(x^8687093617460034286) + 18182339139194690037*~(x&8687093617460034286),  3735936685*~x
1200998154765432690*~x + 1200998151029496005*x + 1200998151029496005,  3735936685*~x
3735936685*~x + 13829843607945674548*(x^2104343850201998548) + 13829843607945674548*(x&2104343850201998548) + 4616900465763877068*(x|2104343850201998548),  3735936685*~x
6663291565273436261*(x&~7408113649723137074) + 6663291565273436261*~(x|~7408113649723137074) + 3735936685*~x + 11783452508436115355*(x^7408113649723137074),  3735936685*~x
18446744069973614931*~1721607019417140978 + 3735936685*(x^1721607019417140978) + 18446744066237678246*(x|1721607019417140978) + 18446744066237678246,  3735936685*~x
2696041719828710475*~(x|8610212017352288432) + 2696041716092773790*(x&~8610212017352288432) + 15750702357616777826*~8610212017352288432 + 3735936685*~(x|~8610212017352288432),  3735936685*~x
1371301244357753211*~(x|5754140027265582719) + 1371301240621816526*(x&~5754140027265582719) + 17075442833087735090*~5754140027265582719 + 3735936685*~(x|~5754140027265582719),  3735936685*~x
3735936685*~x + 14661709593575858887*(x^1511484668648763569) + 14661709593575858887*(x&1511484668648763569) + 3785034480133692729*(x|1511484668648763569),  3735936685*~x
10609453970649873787*~x + 13142017090252583065*~(x&3338251821638432381) + 5304726983456968551*x + 13142017090252583065*~(x&~3338251821638432381),  3735936685*~x
10243955989251968162*~(x|~6339534735678826883) + 8202788088193520139*~x + 8202788084457583454*(x^6339534735678826883) + 10243955989251968162*~(x&6339534735678826883),  3735936685*~x
9410078189927819472*(x&~4400426810792855225) + 9036665887517668829*~x + 9036665883781732144*x + 9410078189927819472*~(x&~4400426810792855225),  3735936685*~x
16046939477010388528*~(x|1040514454706163336) + 16046939477010388528*(x&~1040514454706163336) + 2399804596699163088*~1040514454706163336 + 3735936685*~x,  3735936685*~x
9344861879510942474*~x + 9344861875775005789*x + 9344861875775005789,  3735936685*~x
4747229999611900027*~(x|4472522588325171800) + 4747229999611900027*~(x|~4472522588325171800) + 13699514077833588274*~x,  3735936685*~x
14329010203748712828*~(x|5808798416377553175) + 14329010203748712828*~(x|~5808798416377553175) + 4117733873696775473*~x,  3735936685*~x
11678386220943048706*~x + 11678386217207112021*x + 11678386217207112021,  3735936685*~x
13663127550147508072*(x&~4736576761399878538) + 13663127553883444757*~x + 4783616523562043544*~(x&4736576761399878538),  3735936685*~x
6097776503228082153*~x + 6097776499492145468*x + 6097776499492145468,  3735936685*~x
686507141285116604*(x&~3050547419158552261) + 3735936685*~(x&3050547419158552261) + 686507145021053289*~(x^3050547419158552261) + 17760236928688498327*(x|~3050547419158552261),  3735936685*~x
8074690305423784451*(x&~9196779916301167195) + 8074690305423784451*~(x|~9196779916301167195) + 3735936685*~x + 10372053768285767165*(x^9196779916301167195),  3735936685*~x
18446744069973614931*(x&~2449168432775880384) + 3735936685*~(x|~2449168432775880384) + 18446744069973614931*2449168432775880384 + 18446744069973614931,  3735936685*~x
3735936685*~x + 6539083942746185774*~(x&8301131933356671015) + 6539083942746185774*(x&8301131933356671015) + 6539083942746185774,  3735936685*~x
3735936685*~(x|7304612433630976792) + 1341629154862020366*(x&~7304612433630976792) + 1341629158597957051*~(x|~7304612433630976792) + 17105114918847531250*(x^7304612433630976792),  3735936685*~x
13883440648530442882*~(x|707989393579627460) + 4563303425179108734*~707989393579627460 + 4563303428915045419*~x + 13883440648530442882*~(x&707989393579627460),  3735936685*~x
5806259304050581947*~(x|7922325990966406174) + 5806259304050581947*~(x|~7922325990966406174) + 12640484773394906354*~x,  3735936685*~x
7611261053020700174*(x&~8121976943969512122) + 7611261056756636859*~x + 7611261053020700174*(x&8121976943969512122) + 7611261053020700174,  3735936685*~x
8237125596407425230*~(x|2485038682178851423) + 8237125596407425230*~(x|~2485038682178851423) + 10209618481038063071*~x,  3735936685*~x
18446744069973614931*~5199589745194573661 + 3735936685*~(x&5199589745194573661) + 18446744069973614931*(x&5199589745194573661) + 3735936685*~(x^5199589745194573661),  3735936685*~x
2724731419212213268*(x&~920876683795062823) + 2724731422948149953*~x + 15722012654497338348*~(x&920876683795062823),  3735936685*~x
6564031459795070310*~(x&2216767838836226303) + 6564031456059133625*(x&2216767838836226303) + 3735936685*~(x&~2216767838836226303) + 6564031459795070310,  3735936685*~x
3226967204705769573*~6246976332561412340 + 3226967208441706258*~(x|~6246976332561412340) + 18446744069973614931*(x^6246976332561412340) + 15219776872739718728*~(x&6246976332561412340),  3735936685*~x
7812000543493820280*~(x|5486173916892176095) + 7812000543493820280*~(x|~5486173916892176095) + 7812000539757883595*(x&5486173916892176095) + 10634743533951668021*~(x&~5486173916892176095),  3735936685*~x
13437740000439100878*~x + 13437739996703164193*x + 13437739996703164193,  3735936685*~x
12972895408697542465*~(x|7726547009617478232) + 3735936685*~(x|~7726547009617478232) + 12972895404961605780*x + 5473848668747945836*(x|~7726547009617478232),  3735936685*~x
8748617374237733900*~(x|~6173329977842729881) + 8748617366765860530*x + 3735936685*(x|~6173329977842729881) + 9698126703207754401*(x|6173329977842729881),  3735936685*~x
12117868374584385216*(x&~7001022916617662384) + 3164437849562583200*~7001022916617662384 + 15282306227882905101*~x + 3164437849562583200*(x^7001022916617662384),  3735936685*~x
3735936685*~5331999052444517703 + 3735936685*(x^5331999052444517703) + 7471873370*~(x^5331999052444517703) + 18446744066237678246*(x|~5331999052444517703),  3735936685*~x
15127586154134872032*~(x|7891459811287088312) + 15127586154134872032*~(x|~7891459811287088312) + 3319157923310616269*~x,  3735936685*~x
6579705771362727550*(x&~6549147737215176055) + 6579705771362727550*~(x|~6549147737215176055) + 3735936685*~x + 11867038302346824066*(x^6549147737215176055),  3735936685*~x
13121042572191696583*~x + 13121042568455759898*x + 13121042568455759898,  3735936685*~x
2649086799765636721*~(x|6222245598236570495) + 2649086799765636721*~(x|~6222245598236570495) + 15797657277679851580*~x,  3735936685*~x
18446744069973614931*(x&~8124624505533499927) + 18446744066237678246*(x&8124624505533499927) + 3735936685*~(x^8124624505533499927) + 3735936685*(x|8124624505533499927),  3735936685*~x
12142033158904035800*~(x|7924000131686329118) + 12142033158904035800*~(x|~7924000131686329118) + 12142033155168099115*(x&7924000131686329118) + 6304710918541452501*~(x&~7924000131686329118),  3735936685*~x
17548644329733163990*~x + 898099747712324311*~(x&5875688448897586247) + 898099747712324311*(x&5875688448897586247) + 17548644325997227305*x,  3735936685*~x
1434963137653441477*~(x|~7946042912133915272) + 17011780939792046824*~x + 17011780936056110139*x + 1434963137653441477*(x|~7946042912133915272),  3735936685*~x
11977092303686690638*~(x|7751660249837103272) + 11977092303686690638*~(x|~7751660249837103272) + 6469651773758797663*~x,  3735936685*~x
6588903218759751028*~x + 6588903215023814343*x + 6588903215023814343,  3735936685*~x
16355675920712361992*~(x|~6334136511085037499) + 2091068156733126309*~x + 2091068152997189624*(x&6334136511085037499) + 16355675920712361992*~(x^6334136511085037499),  3735936685*~x
12112871361954903675*~5186085314758789433 + 6333872715490584626*~x + 6333872711754647941*(x|~5186085314758789433) + 12112871361954903675*~(x&~5186085314758789433),  3735936685*~x
9725520581747383555*(x&~7284135246018793515) + 9725520585483320240*~x + 8721223491962168061*~(x&7284135246018793515),  3735936685*~x
2060952669926736252*(x&7836017770386177374) + 16385791400046878679*~(x^7836017770386177374) + 16385791400046878679*7836017770386177374 + 2060952677398609622*~(x&~7836017770386177374),  3735936685*~x
5014201944380521164*(x&~5562785168275367074) + 5014201948116457849*~x + 13432542129329030452*~(x&5562785168275367074),  3735936685*~x
11286526130416928972*~x + 11286526126680992287*x + 11286526126680992287,  3735936685*~x
8128994975769556356*~(x|2553339613452789186) + 8128994975769556356*~(x|~2553339613452789186) + 8128994972033619671*(x&2553339613452789186) + 10317749101675931945*~(x&~2553339613452789186),  3735936685*~x
15202025911316012751*(x&~2212553126230794433) + 15202025915051949436*~x + 3244718162393538865*~(x&2212553126230794433),  3735936685*~x
5167273136972155344*~x + 5167273133236218659*x + 5167273133236218659,  3735936685*~x
7471873370*(x^251553507942830420) + 3735936685*(x|~251553507942830420) + 7471873370*251553507942830420 + 18446744062501741561*(x|251553507942830420),  3735936685*~x
6067769169904515071*(x&~8128028264725841829) + 6067769173640451756*~x + 12378974903805036545*~(x&8128028264725841829),  3735936685*~x
18446744069973614931*(x&~1788656402747656308) + 7471873370*(x^1788656402747656308) + 3735936685*~(x^1788656402747656308) + 18446744069973614931*(x|1788656402747656308),  3735936685*~x
3735936685*~x + 3044403878551177647*~(x&2122227360358323873) + 3044403878551177647*(x&2122227360358323873) + 3044403878551177647,  3735936685*~x
6142279048924392595*~(x|3491680418027492386) + 6142279045188455910*(x&~3491680418027492386) + 12304465024785159021*~3491680418027492386 + 3735936685*~(x&3491680418027492386),  3735936685*~x
17983080906214076259*~x + 17983080902478139574*x + 17983080902478139574,  3735936685*~x
18358648757289389207*~(x|~2188866285468713989) + 18358648753553452522*(x|~2188866285468713989) + 18446744069973614931*(x|2188866285468713989) + 18358648749817515837,  3735936685*~x
1866998964561463036*~(x|~3780796897632248313) + 16579745112884025265*~x + 16579745109148088580*(x^3780796897632248313) + 1866998964561463036*~(x&3780796897632248313),  3735936685*~x
13101522513237881350*~(x|9028022560612258081) + 11895982820826547626*~x + 11895982817090610941*~(x^9028022560612258081) + 6550761256618940675*9028022560612258081,  3735936685*~x
2879345355280699800*(x&~4914558373070315831) + 15567398718428851816*~4914558373070315831 + 15567398718428851816*~(x|~4914558373070315831) + 2879345359016636485*~x,  3735936685*~x
3612591083379701597*~(x|8520849835393535968) + 14834152990329850019*~8520849835393535968 + 14834152994065786704*~x + 3612591083379701597*~(x&8520849835393535968),  3735936685*~x
14679572739846298081*(x&~4050832695155931481) + 14679572743582234766*~x + 3767171333863253535*~(x&4050832695155931481),  3735936685*~x
13698287371376702657*~x + 13698287367640765972*(x&4823705197062728755) + 4748456706068785644*~(x&~4823705197062728755),  3735936685*~x
11797856652727384161*~x + 11797856648991447476*(x&5879894339375428615) + 6648887424718104140*~(x&~5879894339375428615),  3735936685*~x
6076252602133820884*~7122463878435030293 + 6076252602133820884*~(x|~7122463878435030293) + 3735936685*~x + 12370491471575730732*~(x&7122463878435030293),  3735936685*~x
5211665730875469388*(x^6918148867368867499) + 5211665730875469388*~(x^6918148867368867499) + 18446744069973614931*x + 5211665727139532703,  3735936685*~x
18446744069973614931*~4231409763206528897 + 11207810055*(x^4231409763206528897) + 7471873370*~(x^4231409763206528897) + 18446744066237678246*(x|4231409763206528897),  3735936685*~x
12297829383718346639*~6272794349668032888 + 12297829383718346639*(x^6272794349668032888) + 12297829379982409954*x + 6148914693727141662*~(x&~6272794349668032888),  3735936685*~x
8319765280177966647*(x&~7828925893028244318) + 3735936685*~(x&7828925893028244318) + 8319765283913903332*(x&7828925893028244318) + 10126978789795648284*x,  3735936685*~x
6863895012086420197*~x + 6863895008350483512*x + 6863895008350483512,  3735936685*~x
12826286807726584201*~8690033084260523909 + 12826286803990647516*(x&8690033084260523909) + 5620457265982967415*(x|~8690033084260523909) + 3735936685*~(x&~8690033084260523909),  3735936685*~x
11588748098401573429*~(x|~7640525833653085416) + 11588748090929700059*x + 3735936685*(x|~7640525833653085416) + 6857995979043914872*(x|7640525833653085416),  3735936685*~x
12512385471561128570*~(x|8234343167886790460) + 12190551341664924016*~x + 12190551337928987331*~(x^8234343167886790460) + 6256192735780564285*8234343167886790460,  3735936685*~x
8488218214330589009*~x + 9958525863114899292*(x^711847579625138945) + 9958525863114899292*~(x&~711847579625138945) + 8488218210594652324*(x|711847579625138945),  3735936685*~x
9880546446704066758*~2862975307495752350 + 18446744069973614931*x + 9880546446704066758*2862975307495752350 + 9880546442968130073,  3735936685*~x
2658142660636311987*~(x|~4574606335992573108) + 2658142653164438617*(x&4574606335992573108) + 3735936685*~(x^4574606335992573108) + 15788601416809176314*4574606335992573108,  3735936685*~x
3730952270893248247*(x^7065523027164339733) + 3730952267157311562*(x&7065523027164339733) + 3735936685*~(x&~7065523027164339733) + 14715791802816303369*(x|7065523027164339733),  3735936685*~x
7738702840119255302*~(x|6126366026187696965) + 10708041241062169684*~(x|~6126366026187696965) + 10708041237326232999*~(x^6126366026187696965) + 7738702836383318617*6126366026187696965,  3735936685*~x
4258381254333770408*(x&~4566486384299140676) + 3735936685*~(x&4566486384299140676) + 4258381258069707093*~(x^4566486384299140676) + 14188362815639844523*(x|~4566486384299140676),  3735936685*~x
10116552589570033905*~x + 10116552585834097220*x + 10116552585834097220,  3735936685*~x
17081310167331919415*~(x|1292179142442732927) + 17081310167331919415*~(x|~1292179142442732927) + 1365433910113568886*~x,  3735936685*~x
67288118578829286*~x + 67288114842892601*(x&9037342843575267306) + 18379455958866659015*~(x&~9037342843575267306),  3735936685*~x
18446744069973614931*~(x|2210192842582298466) + 3735936685*~2210192842582298466 + 18446744069973614931*x + 3735936685*~(x&~2210192842582298466),  3735936685*~x
14298732037129444596*~(x|~3666862678878715826) + 2074006022025990195*~x + 16372738055419498106*(x|~3666862678878715826) + 2074006018290053510*(x|3666862678878715826),  3735936685*~x
5828335122136916327*~(x|3044851223757331986) + 18446744069973614931*(x&~3044851223757331986) + 5828335122136916327*(x^3044851223757331986) + 12618408955308571974*~(x&3044851223757331986),  3735936685*~x
14751805310295328383*(x&~6354347112739726354) + 14751805314031265068*~x + 3694938763414223233*~(x&6354347112739726354),  3735936685*~x
6576285149948975431*(x&5163037134575904330) + 11870458920024639500*x + 11870458923760576185*~(x&~5163037134575904330) + 11870458920024639500,  3735936685*~x
18446744069973614931*~4587771412469748217 + 18446744066237678246*(x&4587771412469748217) + 3735936685*~(x^4587771412469748217) + 18446744069973614931,  3735936685*~x
5101253946906493261*~(x|~8744757429191630494) + 5101253943170556576*(x&8744757429191630494) + 13345490126803058355*8744757429191630494 + 3735936685*~(x&~8744757429191630494),  3735936685*~x
14993083214859997050*~x + 14993083211124060365*x + 14993083211124060365,  3735936685*~x
1876925036647325633*(x&8693704034289063880) + 16569819033326289298*x + 16569819037062225983*~(x&~8693704034289063880) + 16569819033326289298,  3735936685*~x
4093168465021749372*~x + 14353575612423738929*~(x&5121549714836263391) + 14353575612423738929*(x&5121549714836263391) + 4093168461285812687*x,  3735936685*~x
3954035999431573071*(x&5929328267479637419) + 14492708070542041860*~(x^5929328267479637419) + 14492708070542041860*5929328267479637419 + 3954036006903446441*~(x&~5929328267479637419),  3735936685*~x
17606378322863236943*~(x|6459766160842230598) + 17606378315391363573*(x&6459766160842230598) + 840365754582251358*~(x^6459766160842230598) + 3735936685*6459766160842230598,  3735936685*~x
2382550876758213085*~x + 16064193200687275216*~(x&1162697214236902119) + 16064193200687275216*~(x&~1162697214236902119) + 16064193200687275216,  3735936685*~x
1440518506391008122*~(x|~2947840641981926857) + 1440518498919134752*x + 3735936685*(x|~2947840641981926857) + 17006225571054480179*(x|2947840641981926857),  3735936685*~x
18446744062501741561*(x&~3803571443858563059) + 7471873370*(x^3803571443858563059) + 3735936685*(x|~3803571443858563059) + 18446744069973614931*3803571443858563059,  3735936685*~x
5177261354706475485*~(x|7390098155225367321) + 5177261354706475485*~(x|~7390098155225367321) + 13269482722739012816*~x,  3735936685*~x
2321533317647515948*(x&~7467149279315042456) + 2321533321383452633*~x + 16125210756062035668*~(x&7467149279315042456),  3735936685*~x
13581285781277467459*~(x|5360752777013032043) + 4865458296168020842*~x + 4865458292432084157*(x|~5360752777013032043) + 4865458292432084157,  3735936685*~x
18446744069973614931*(x&~1092026283922741124) + 3735936685*(x^1092026283922741124) + 18446744069973614931*(x&1092026283922741124) + 3735936685*~(x^1092026283922741124),  3735936685*~x
1614185958054127230*~(x|~6063745900440582939) + 18446744069973614931*x + 1614185958054127230*(x|~6063745900440582939) + 1614185954318190545,  3735936685*~x
594741050189170426*(x&~5473118492378449667) + 594741050189170426*(x&5473118492378449667) + 17852003019784444505*x + 18446744069973614931,  3735936685*~x
18446744066237678246*(x&5236004105780926523) + 7471873370*~(x^5236004105780926523) + 18446744069973614931*(x|~5236004105780926523) + 3735936685*(x|5236004105780926523),  3735936685*~x
2170285953367773234*(x&~5923364682954096794) + 18446744069973614931*(x&5923364682954096794) + 2170285957103709919*~(x&~5923364682954096794) + 2170285953367773234,  3735936685*~x
4432122683199515072*~(x|5578552452047236044) + 14014621397981909914*~(x|~5578552452047236044) + 14014621394245973229*(x|~5578552452047236044) + 4432122679463578387*(x|5578552452047236044),  3735936685*~x
17217805796262024833*~x + 17217805792526088148*x + 17217805792526088148,  3735936685*~x
15611357467194505324*~(x|7640189859464111202) + 15611357463458568639*(x&~7640189859464111202) + 15611357467194505324*~(x|~7640189859464111202) + 2835386610250982977*~(x&7640189859464111202),  3735936685*~x
16129827140445649328*~x + 16129827136709712643*x + 16129827136709712643,  3735936685*~x
3735936685*~(x|2375443747137241067) + 17861871671798541923*~(x|~2375443747137241067) + 17861871668062605238*~(x^2375443747137241067) + 584872405646946378*~(x&~2375443747137241067),  3735936685*~x
8825395443240412493*~x + 17650790879008951616*(x&1914309723032752147) + 9621348634205075808*~(x^1914309723032752147) + 9621348634205075808*1914309723032752147,  3735936685*~x
15701674839636756057*~(x&1075931319909041097) + 15701674835900819372*(x&1075931319909041097) + 3735936685*~(x&~1075931319909041097) + 15701674839636756057,  3735936685*~x
17615716055193622035*~x + 17615716051457685350*(x&3152752474064657564) + 831028022251866266*~(x&~3152752474064657564),  3735936685*~x
14472837830200289340*~7539036715611428129 + 3973906247245198961*~x + 3973906243509262276*x + 14472837830200289340*7539036715611428129,  3735936685*~x
156969690830349953*~(x|8047049575702550599) + 3735936685*~(x|~8047049575702550599) + 156969687094413268*(x|8047049575702550599) + 156969687094413268,  3735936685*~x
10623518476561554839*~x + 10623518472825618154*x + 10623518472825618154,  3735936685*~x
18446744069973614931*(x&~244212659989269255) + 8479380505805425199*~244212659989269255 + 8479380505805425199*~(x|~244212659989269255) + 9967363571640063102*~(x&244212659989269255),  3735936685*~x
10736315360915929845*~x + 10736315357179993160*x + 10736315357179993160,  3735936685*~x
3409723067962959917*~x + 3409723064227023232*~(x^106763622361353080) + 3409723064227023232*106763622361353080 + 11627297945255505152*~(x&~106763622361353080),  3735936685*~x
966429859000972268*~x + 966429855265035583*(x&8030648646006532918) + 17480314218444516033*~(x&~8030648646006532918),  3735936685*~x
10072632183766088277*~x + 10072632180030151592*(x&3107226508356435731) + 8374111893679400024*~(x&~3107226508356435731),  3735936685*~x
3735936685*~(x|8077477145880793509) + 16635860148452112119*~8077477145880793509 + 16635860152188048804*~(x|~8077477145880793509) + 1810883925257439497*~(x&8077477145880793509),  3735936685*~x
3735936685*~8133265130259478126 + 3735936685*~(x|~8133265130259478126) + 3735936685*(x&8133265130259478126) + 18446744069973614931*x,  3735936685*~x
18446744069973614931*(x&~1871319527771227964) + 3735936685*~(x|~1871319527771227964) + 18446744069973614931*(x&1871319527771227964) + 3735936685*(x|~1871319527771227964),  3735936685*~x
11252946368474612962*~x + 11252946364738676277*x + 11252946364738676277,  3735936685*~x
9787474078118213588*~5520806564985829789 + 9787474078118213588*~(x|~5520806564985829789) + 3735936685*~x + 8659269995591338028*~(x&5520806564985829789),  3735936685*~x
7800555287307093390*~(x|2845800419284739585) + 10646188790138394911*~x + 10646188786402458226*(x&2845800419284739585) + 7800555287307093390*2845800419284739585,  3735936685*~x
1667778589960594417*~x + 1667778586224657732*(x&1131765136488960814) + 16778965487484893884*~(x&~1131765136488960814),  3735936685*~x
3995361902959208273*(x&~8700762506695785354) + 3735936685*~(x&8700762506695785354) + 3995361906695144958*(x&8700762506695785354) + 14451382167014406658*x,  3735936685*~x
12284674221883880950*~(x|3256863726026310656) + 6162069855561607351*~x + 6162069851825670666*(x&3256863726026310656) + 12284674221883880950*3256863726026310656,  3735936685*~x
7248106135262942632*~(x|3074314057629170651) + 7248106135262942632*(x&~3074314057629170651) + 11198637938446608984*~3074314057629170651 + 3735936685*~x,  3735936685*~x
3735936685*~(x|566350040084085079) + 3735936685*(x^566350040084085079) + 3735936685*566350040084085079 + 18446744069973614931*(x|566350040084085079),  3735936685*~x
4937867363863545439*~(x|~7935173881033836004) + 4937867360127608754*~(x^7935173881033836004) + 18446744069973614931*7935173881033836004 + 13508876717317879547*~(x&~7935173881033836004),  3735936685*~x
5780547411844777001*~(x|3630321144791541177) + 5780547411844777001*(x&~3630321144791541177) + 12666196661864774615*~3630321144791541177 + 3735936685*~x,  3735936685*~x
13251801126363647387*~x + 13251801122627710702*x + 13251801122627710702,  3735936685*~x
6251817759247142176*~(x|6473943977978876196) + 6251817759247142176*~(x|~6473943977978876196) + 12194926318198346125*~x,  3735936685*~x
7992938232692616787*~x + 7992938228956680102*(x&6072233371346657004) + 10453805844752871514*~(x&~6072233371346657004),  3735936685*~x
5042812700658755633*~(x|1231142149966393592) + 13403931380522669353*~(x|~1231142149966393592) + 13403931376786732668*~(x^1231142149966393592) + 5042812696922818948*1231142149966393592,  3735936685*~x
9427345288334056346*(x&~8994858398510344741) + 9427345292069993031*~x + 9019398785375495270*~(x&8994858398510344741),  3735936685*~x
3735936685*~(x|5327467018056465515) + 7408828803930157496*~(x|~5327467018056465515) + 7408828800194220811*(x|~5327467018056465515) + 7408828800194220811,  3735936685*~x
17829036997435823330*~(x|~4751883226134031509) + 308853541872800828*~x + 18137890535572687473*(x|~4751883226134031509) + 308853538136864143*(x|4751883226134031509),  3735936685*~x
8035149920489096656*~(x|6203661183466967237) + 8035149920489096656*~(x|~6203661183466967237) + 10411594156956391645*~x,  3735936685*~x
4962167655109113338*~x + 13484576422336374963*~(x&5823750912595995319) + 13484576422336374963*~(x&~5823750912595995319) + 13484576422336374963,  3735936685*~x
8819172985628056912*~(x|~2423058307831841729) + 8819172978156183542*(x&2423058307831841729) + 3735936685*~(x^2423058307831841729) + 9627571091817431389*2423058307831841729,  3735936685*~x
6986114283634081705*~(x|6012022065193251308) + 6986114283634081705*~(x|~6012022065193251308) + 11460629793811406596*~x,  3735936685*~x
11773069801400529423*(x^4872343708917060303) + 11773069797664592738*(x&4872343708917060303) + 3735936685*~(x&~4872343708917060303) + 6673674272309022193*(x|4872343708917060303),  3735936685*~x
16121357727532411779*~(x|2078791056525130991) + 16121357723796475094*(x&2078791056525130991) + 2325386346177139837*~(x^2078791056525130991) + 3735936685*~(x&~2078791056525130991),  3735936685*~x
3735936685*~(x|6028029449115377399) + 2871119399024972818*~(x|~6028029449115377399) + 2871119395289036133*x + 15575624678420515483*(x|6028029449115377399),  3735936685*~x
11493139513661801586*~(x|~80417936336036709) + 11493139509925864901*(x&80417936336036709) + 6953604560047750030*80417936336036709 + 3735936685*~(x&~80417936336036709),  3735936685*~x
14978888370661607912*(x&~5678274615977343605) + 3735936685*~x + 14978888370661607912*~(x^5678274615977343605) + 3467855703047943704*(x|~5678274615977343605),  3735936685*~x
10111427266154773615*~6809568812533664547 + 1776110458599995614*~(x|~6809568812533664547) + 8335316811290714686*~x + 8335316807554778001*(x^6809568812533664547),  3735936685*~x
13576873782037647305*(x&~2610189120520370756) + 13576873785773583990*~x + 4869870291671904311*~(x&2610189120520370756),  3735936685*~x
1857985509571467769*(x&7343586769437852313) + 16588758560402147162*x + 16588758564138083847*~(x&~7343586769437852313) + 16588758560402147162,  3735936685*~x
17161232930252926398*(x&~7490768463310494639) + 3735936685*~(x&7490768463310494639) + 17161232933988863083*(x&7490768463310494639) + 1285511139720688533*x,  3735936685*~x
