49374*(x&~5148131303079159687) + 18446744073709502242*~(x&5148131303079159687) + 3735887311*x,  49374 + 3735936685*x
18446744066237727620*~(x|8825307719207820901) + 3735887311*~8825307719207820901 + 18446744073709502242*~(x|~8825307719207820901) + 3735887311*~(x^8825307719207820901),  49374 + 3735936685*x
18446744069973614931*~(x|3978049768357468424) + 18446744069973614931*~(x&3978049768357468424) + 18446744069973614931*3978049768357468424 + 18446744066237727620,  49374 + 3735936685*x
4633997866621533999*~(x|2826053004321766601) + 4633997870357520058*x + 13812746207087968243*(x|~2826053004321766601) + 18446744073709502242*(x|2826053004321766601),  49374 + 3735936685*x
18446744073709452868*~(x|1540984022311347933) + 49374*~1540984022311347933 + 18446744073709502242*(x^1540984022311347933) + 3735887311*x,  49374 + 3735936685*x
11555924455347083935*~(x|~2769557457498063602) + 6890819618362418307*~x + 6890819622098354992*x + 11555924455347083935*(x|~2769557457498063602),  49374 + 3735936685*x
18446744073709502242*~(x|8964827561730851403) + 49374*~(x^8964827561730851403) + 3735887311*x + 18446744073709502242*~(x&~8964827561730851403),  49374 + 3735936685*x
12306837711047192169*~4243499292458430387 + 6139906362662310073*~x + 6139906366398246758*x + 12306837711047192169*4243499292458430387,  49374 + 3735936685*x
18446744069973614931*~9032387864909274368 + 18446744069973614931*~(x|~9032387864909274368) + 18446744069973614931*~(x&~9032387864909274368) + 18446744066237727620,  49374 + 3735936685*x
2928751204962763357*~6115721757850462125 + 15517992868746738885*~x + 15517992872482675570*x + 2928751204962763357*6115721757850462125,  49374 + 3735936685*x
11597392327363166862*~(x|8749616384512762118) + 18446744069973614931*~x + 11597392327363166862*(x|8749616384512762118) + 11597392323627279551,  49374 + 3735936685*x
3436878737187968661*~5857879000263138210 + 15009865336521533581*~x + 15009865340257470266*x + 3436878737187968661*5857879000263138210,  49374 + 3735936685*x
3735986059*(x&~1858937883116476900) + 18446744069973565557*~1858937883116476900 + 3735936685*(x|~1858937883116476900) + 18446744073709502242*(x|1858937883116476900),  49374 + 3735936685*x
6665722377824060626*~(x|559207542831594451) + 18446744069973614931*~x + 6665722377824060626*(x|559207542831594451) + 6665722374088173315,  49374 + 3735936685*x
3735936685*(x&~3835695122057440424) + 3735986059*(x&3835695122057440424) + 18446744073709502242*~(x^3835695122057440424) + 18446744073709502242*(x|3835695122057440424),  49374 + 3735936685*x
18446744069973614931*~(x&362610578569730947) + 18446744066237727620*~(x^362610578569730947) + 7471823996*(x|~362610578569730947) + 3735887311*~(x&~362610578569730947),  49374 + 3735936685*x
18446744073709502242*~(x|1950701633388498795) + 18446744066237727620*~(x|~1950701633388498795) + 3735887311*(x^1950701633388498795) + 3735887311*1950701633388498795,  49374 + 3735936685*x
11910282440780881750*~(x|~7754155096509217493) + 11910282444516818435*(x|~7754155096509217493) + 3735936685*(x|7754155096509217493) + 11910282444516867809,  49374 + 3735936685*x
11066010028651751479*~x + 7380734045057750763*(x^215796436529267728) + 7380734045057750763*~(x^215796436529267728) + 11066010032387688164*x,  49374 + 3735936685*x
17262294990458384667*~(x|5922354472250280466) + 17262294990458384667*~(x|~5922354472250280466) + 1184449083251117575*~x + 3735887311*x,  49374 + 3735936685*x
18446744069973614931*~x + 1046018367153758216*~(x&1099295014322132920) + 1046018367153758216*(x&1099295014322132920) + 1046018363417870905,  49374 + 3735936685*x
3735887311*~(x|988936890079598531) + 18446744069973614931*~x + 3735887311*(x^988936890079598531) + 3735887311*(x&988936890079598531),  49374 + 3735936685*x
16833174881820525831*~(x&2101460462245131216) + 16833174885556462516*(x&2101460462245131216) + 18446744069973614931*~(x&~2101460462245131216) + 16833174878084638520,  49374 + 3735936685*x
3735887311*(x^5793017346515775102) + 7471873370*(x&5793017346515775102) + 18446744073709502242*~(x^5793017346515775102) + 18446744069973614931*5793017346515775102,  49374 + 3735936685*x
18446744069973614931*~x + 18446744069973664305*(x^7868656692326978400) + 3735887311*~(x&7868656692326978400) + 3735887311*(x|7868656692326978400),  49374 + 3735936685*x
18446744069973614931*(x^3626400055619784477) + 18446744069973614931*3626400055619784477 + 7471873370*(x|3626400055619784477) + 49374,  49374 + 3735936685*x
18446744069973614931*~(x|9046771048043497189) + 7471823996*(x&~9046771048043497189) + 18446744069973614931*(x^9046771048043497189) + 3735887311*~(x&~9046771048043497189),  49374 + 3735936685*x
4197291262134761271*x + 14249452815310727030*(x|~5040320513538749560) + 14249452815310727030*(x|5040320513538749560) + 14249452815310776404,  49374 + 3735936685*x
12966354242027328349*~(x|4966840267500606622) + 3735936685*(x|~4966840267500606622) + 12966354245763265034*(x|4966840267500606622) + 12966354245763314408,  49374 + 3735936685*x
11952475531296056105*~(x|5136159669529867685) + 11952475531296056105*~(x|~5136159669529867685) + 11952475535031992790*x + 11952475531296105479,  49374 + 3735936685*x
4796279262875152968*~x + 16048604442271950445*~(x&6668264512834021947) + 2398139635173488482*x + 16048604442271950445*~(x&~6668264512834021947),  49374 + 3735936685*x
9456396207628598451*~x + 9456396211364535136*x + 9456396207628647825,  49374 + 3735936685*x
18446744073709502242*~7336261747653929257 + 49374*(x^7336261747653929257) + 3735986059*x + 18446744073709452868*(x|7336261747653929257),  49374 + 3735936685*x
18446744073709502242*~x + 3735887311*(x^4676973284023891784) + 18446744069973664305*~(x&4676973284023891784) + 3735887311*(x|~4676973284023891784),  49374 + 3735936685*x
18446744069973614931*~(x&2238074616341820702) + 18446744069973614931*~(x^2238074616341820702) + 3735936685*(x|~2238074616341820702) + 18446744069973664305,  49374 + 3735936685*x
1238158154809047983*~(x|6943670695047185073) + 18446744073709502242*~(x|~6943670695047185073) + 1238158158544984668*x + 17208585918900454259*(x|~6943670695047185073),  49374 + 3735936685*x
18446744066237678246*~(x|7043179578585942727) + 3735887311*(x^7043179578585942727) + 7471823996*~(x^7043179578585942727) + 18446744069973614931*7043179578585942727,  49374 + 3735936685*x
10310696224809091606*~x + 8136047848900410636*(x^5961518395900026192) + 8136047848900410636*~(x^5961518395900026192) + 10310696228545028291*x,  49374 + 3735936685*x
18446744069973614931*~(x|~2619705862753136176) + 49374*2619705862753136176 + 18446744073709502242*~(x&~2619705862753136176) + 3735887311*(x|2619705862753136176),  49374 + 3735936685*x
13282792514902514417*(x&1672872612122987446) + 5163951562542973884*x + 5163951558807037199*~(x&~1672872612122987446) + 5163951558807086573,  49374 + 3735936685*x
1237694667434284992*~x + 1237694671170221677*x + 1237694667434334366,  49374 + 3735936685*x
49374*~(x|8986411069098809508) + 18446744073709502242*~8986411069098809508 + 3735936685*x + 18446744073709502242*~(x&~8986411069098809508),  49374 + 3735936685*x
18446744066237678246*~(x|6225024961907738178) + 7471823996*~6225024961907738178 + 18446744069973614931*(x^6225024961907738178) + 3735887311*6225024961907738178,  49374 + 3735936685*x
18446744066237678246*~(x|~440577661297634880) + 3735936685*(x^440577661297634880) + 3735936685*440577661297634880 + 49374,  49374 + 3735936685*x
18446744066237727620*~(x|~2198845292526319939) + 3735887311*~(x&2198845292526319939) + 7471823996*2198845292526319939 + 18446744069973614931*~(x&~2198845292526319939),  49374 + 3735936685*x
49374*~(x|~4379065051434300138) + 18446744073709502242*(x^4379065051434300138) + 3735936685*x + 18446744073709502242*~(x&~4379065051434300138),  49374 + 3735936685*x
18446744069973565557*~(x|1766109263116435810) + 3735936685*~(x^1766109263116435810) + 18446744069973614931*1766109263116435810 + 3735887311*(x|1766109263116435810),  49374 + 3735936685*x
18446744073709452868*(x&~6260116030934638169) + 18446744073709502242*~(x^6260116030934638169) + 3735986059*x + 18446744073709502242*6260116030934638169,  49374 + 3735936685*x
2624279401119379545*(x&~2769205621703070700) + 15822464672590122697*~x + 15822464676326059382*x + 2624279401119379545*~(x&~2769205621703070700),  49374 + 3735936685*x
3597693801938718419*(x&~6249942672476953169) + 18446744069973614931*~(x&6249942672476953169) + 3597693798202781734*~(x&~6249942672476953169) + 3597693794466894423,  49374 + 3735936685*x
12297829379982393496*~x + 12297829383718330181*(x^4642281165750147297) + 6148914693727108746*(x|~4642281165750147297) + 12297829383718330181*4642281165750147297,  49374 + 3735936685*x
18446744069973664305*~(x|~4667526056083226353) + 3735887311*(x^4667526056083226353) + 3735936685*(x&4667526056083226353) + 18446744073709502242*~(x&~4667526056083226353),  49374 + 3735936685*x
3735887311*(x^8686580660185157605) + 7471823996*~(x^8686580660185157605) + 3735936685*8686580660185157605 + 18446744066237678246*~(x&~8686580660185157605),  49374 + 3735936685*x
18446744069973614931*~(x|~8687093617460034286) + 3735936685*(x^8687093617460034286) + 18446744073709502242*~(x&8687093617460034286) + 3735887311*(x&8687093617460034286),  49374 + 3735936685*x
3735986059*(x&~2104343850201998548) + 18446744073709502242*~2104343850201998548 + 18446744069973614931*(x^2104343850201998548) + 3735887311*(x|2104343850201998548),  49374 + 3735936685*x
18446744069973614931*~(x|7408113649723137074) + 3735936685*(x&~7408113649723137074) + 18446744073709502242*(x^7408113649723137074) + 3735887311*~(x^7408113649723137074),  49374 + 3735936685*x
17784195550448023233*(x&~1721607019417140978) + 17784195542976199237*~x + 662548526997415694*~(x&1721607019417140978) + 3735887311*~(x&~1721607019417140978),  49374 + 3735936685*x
8949297904297719541*~(x|~8610212017352288432) + 8949297908033656226*(x|~8610212017352288432) + 3735936685*(x|8610212017352288432) + 8949297908033705600,  49374 + 3735936685*x
18446744069973614931*~(x|~5754140027265582719) + 49374*(x^5754140027265582719) + 18446744073709502242*~(x&5754140027265582719) + 3735887311*(x|5754140027265582719),  49374 + 3735936685*x
14425806920979425999*(x&~1511484668648763569) + 4020937152730125617*~(x&1511484668648763569) + 4020937156466062302*x + 4020937152730174991,  49374 + 3735936685*x
16983381880250227872*(x&~3338251821638432381) + 18446744073709502242*~x + 16983381880250227872*(x&3338251821638432381) + 1463362197195211055*x,  49374 + 3735936685*x
3613753815893447084*~x + 3613753819629383769*x + 3613753815893496458,  49374 + 3735936685*x
3735936685*(x&~6339534735678826883) + 18446744069973614931*~6339534735678826883 + 18446744069973614931*~(x|~6339534735678826883) + 18446744069973664305,  49374 + 3735936685*x
10669167905339230603*~x + 10669167909075167288*(x|~4400426810792855225) + 10669167909075167288*(x|4400426810792855225) + 2891591740704895649,  49374 + 3735936685*x
14804455200195984308*~(x|1040514454706163336) + 14804455203931920993*x + 3642288873513567308*(x|~1040514454706163336) + 49374,  49374 + 3735936685*x
6148914689991188519*~(x&4472522588325171800) + 6148914693727125204*(x|~4472522588325171800) + 6148914689991188519*~(x&~4472522588325171800) + 6148914693727125204*(x|4472522588325171800),  49374 + 3735936685*x
5833436201040760897*~x + 5833436204776697582*x + 5833436201040810271,  49374 + 3735936685*x
18446744069973565557*~(x|5808798416377553175) + 3735936685*~5808798416377553175 + 3735936685*(x&5808798416377553175) + 18446744073709502242*(x|5808798416377553175),  49374 + 3735936685*x
3735887311*(x&~4736576761399878538) + 15712871433414069475*~x + 15712871437150006160*(x&4736576761399878538) + 2733872640295432767*~(x&~4736576761399878538),  49374 + 3735936685*x
18446744069973614931*~(x|3050547419158552261) + 3735936685*~(x^3050547419158552261) + 18446744069973614931*~(x&~3050547419158552261) + 18446744069973664305,  49374 + 3735936685*x
748584903148064906*~(x|9196779916301167195) + 748584899412177595*~(x|~9196779916301167195) + 17698159170561437336*~x + 3735887311*(x|9196779916301167195),  49374 + 3735936685*x
49374*(x&~2449168432775880384) + 18446744069973664305*~(x|~2449168432775880384) + 18446744073709502242*~(x&2449168432775880384) + 3735887311*(x|2449168432775880384),  49374 + 3735936685*x
16554970139422031114*~(x&8301131933356671015) + 16554970139422031114*(x&8301131933356671015) + 3735936685*x + 16554970139422080488,  49374 + 3735936685*x
6234103900762756320*(x&~7304612433630976792) + 3735936685*(x&7304612433630976792) + 6234103897026819635*~(x&~7304612433630976792) + 6234103897026869009,  49374 + 3735936685*x
3735936685*(x&~707989393579627460) + 18446744073709502242*~(x|~707989393579627460) + 3735936685*(x&707989393579627460) + 18446744073709502242*(x|~707989393579627460),  49374 + 3735936685*x
13759414807246432752*~x + 13759414807246482126*(x&7922325990966406174) + 3735887311*x + 4687329266463069490*~(x&~7922325990966406174),  49374 + 3735936685*x
5783988274070744539*~x + 5783988274070793913*(x&8121976943969512122) + 3735887311*x + 12662755799638757703*~(x&~8121976943969512122),  49374 + 3735936685*x
18446744069973664305*~(x|2485038682178851423) + 18446744073709502242*~(x&2485038682178851423) + 18446744073709502242*~(x^2485038682178851423) + 3735936685*(x|~2485038682178851423),  49374 + 3735936685*x
18446744069973614931*~5199589745194573661 + 18446744062501790935*~(x|~5199589745194573661) + 7471823996*(x^5199589745194573661) + 3735887311*~(x&~5199589745194573661),  49374 + 3735936685*x
3735887311*(x&~920876683795062823) + 18446744069973614931*~920876683795062823 + 3735936685*(x|~920876683795062823) + 18446744073709502242*~(x&~920876683795062823),  49374 + 3735936685*x
18446744073709502242*~(x|2216767838836226303) + 49374*~2216767838836226303 + 18446744073709502242*~(x&2216767838836226303) + 3735887311*x,  49374 + 3735936685*x
8579400726070343825*~x + 8579400729806280510*x + 8579400726070393199,  49374 + 3735936685*x
18446744069973664305*~(x|~6246976332561412340) + 18446744069973614931*~x + 3735887311*(x^6246976332561412340) + 3735887311*~(x&~6246976332561412340),  49374 + 3735936685*x
7471922744*(x&~5486173916892176095) + 18446744069973565557*(x^5486173916892176095) + 18446744073709502242*(x|~5486173916892176095) + 3735936685*5486173916892176095,  49374 + 3735936685*x
12297829383718330181*~7726547009617478232 + 12297829379982393496*~x + 12297829383718330181*~(x^7726547009617478232) + 6148914693727108746*(x|7726547009617478232),  49374 + 3735936685*x
18446744069973614931*~6173329977842729881 + 3735936685*~(x^6173329977842729881) + 18446744066237678246*~(x&~6173329977842729881) + 18446744066237727620,  49374 + 3735936685*x
3735936685*(x^7001022916617662384) + 7471873370*(x|~7001022916617662384) + 3735936685*7001022916617662384 + 7471922744,  49374 + 3735936685*x
7471873370*(x&~5331999052444517703) + 18446744069973614931*(x^5331999052444517703) + 3735936685*5331999052444517703 + 49374,  49374 + 3735936685*x
18446744073709502242*~7891459811287088312 + 18446744069973614931*~(x|~7891459811287088312) + 18446744073709502242*7891459811287088312 + 3735936685*(x|7891459811287088312),  49374 + 3735936685*x
18446744066237727620*~(x|6549147737215176055) + 7471823996*~6549147737215176055 + 18446744069973614931*~(x&6549147737215176055) + 3735887311*~(x&~6549147737215176055),  49374 + 3735936685*x
18446744073709502242*(x^6222245598236570495) + 3735887311*x + 18446744073709502242*~(x&~6222245598236570495) + 49374*(x|6222245598236570495),  49374 + 3735936685*x
12320779065926222727*~(x|8124624505533499927) + 12320779069662159412*x + 6125965007783328889*(x|~8124624505533499927) + 49374,  49374 + 3735936685*x
1547715125209315379*~x + 1547715128945252064*x + 1547715125209364753,  49374 + 3735936685*x
18446744073709502242*(x&~7924000131686329118) + 18446744069973614931*~(x|~7924000131686329118) + 18446744073709502242*~(x&~7924000131686329118) + 3735936685*(x|7924000131686329118),  49374 + 3735936685*x
3735936685*(x&~5875688448897586247) + 18446744073709502242*~5875688448897586247 + 3735936685*(x&5875688448897586247) + 18446744073709502242*5875688448897586247,  49374 + 3735936685*x
7471823996*(x&~7946042912133915272) + 18446744069973664305*~7946042912133915272 + 18446744073709502242*~(x&7946042912133915272) + 3735887311*~(x^7946042912133915272),  49374 + 3735936685*x
49374*(x&~7751660249837103272) + 3735887311*(x^7751660249837103272) + 18446744069973614931*~(x&7751660249837103272) + 3735887311*(x|~7751660249837103272),  49374 + 3735936685*x
3735887311*~(x|6334136511085037499) + 3735887311*(x&~6334136511085037499) + 18446744069973614931*~x + 3735887311*6334136511085037499,  49374 + 3735936685*x
3592815427053271805*~x + 3592815430789208490*x + 3592815427053321179,  49374 + 3735936685*x
3532964616655104767*~(x|~5186085314758789433) + 18446744073709502242*~x + 3532964620390992078*x + 14913779457054446849*(x|5186085314758789433),  49374 + 3735936685*x
17711224764427108032*~7284135246018793515 + 735519309282394210*~x + 735519313018330895*x + 17711224764427108032*7284135246018793515,  49374 + 3735936685*x
9511666880157321217*(x&~7836017770386177374) + 9511666880157321217*(x&7836017770386177374) + 8935077197288167084*x + 49374,  49374 + 3735936685*x
11572408638656062532*~(x|~5562785168275367074) + 11572408642391999217*x + 6874335435053489084*(x|5562785168275367074) + 49374,  49374 + 3735936685*x
3735936685*(x&~2553339613452789186) + 18446744069973565557*(x^2553339613452789186) + 18446744073709502242*~(x^2553339613452789186) + 3735936685*(x|2553339613452789186),  49374 + 3735936685*x
7471823996*(x&~2212553126230794433) + 18446744069973614931*~2212553126230794433 + 3735936685*~(x^2212553126230794433) + 18446744073709502242*~(x&~2212553126230794433),  49374 + 3735936685*x
14571922583636110202*(x&~251553507942830420) + 3735936685*x + 14571922583636110202*~(x&~251553507942830420) + 14571922583636159576,  49374 + 3735936685*x
14336537939480144551*~(x|8128028264725841829) + 11278475102101486311*~x + 11278475105837422996*(x|~8128028264725841829) + 7168268971608015931*(x|8128028264725841829),  49374 + 3735936685*x
1210700068054270848*~(x|1788656402747656308) + 1210700068054270848*~(x|~1788656402747656308) + 17236044001919344083*~x + 18446744069973664305,  49374 + 3735936685*x
18446744069973565557*~(x|2122227360358323873) + 3735936685*~2122227360358323873 + 18446744069973614931*(x^2122227360358323873) + 3735887311*(x|2122227360358323873),  49374 + 3735936685*x
18446744073709502242*~(x|~3491680418027492386) + 3735936685*(x&3491680418027492386) + 18446744069973614931*~(x^3491680418027492386) + 3735887311*(x|~3491680418027492386),  49374 + 3735936685*x
3735887311*(x&~2188866285468713989) + 18446744069973664305*~2188866285468713989 + 18446744073709502242*~x + 3735887311*(x|~2188866285468713989),  49374 + 3735936685*x
18446744069973565557*(x^3780796897632248313) + 18446744073709502242*(x|~3780796897632248313) + 18446744069973565557*3780796897632248313 + 7471922744*(x|3780796897632248313),  49374 + 3735936685*x
3735887311*~9028022560612258081 + 18446744066237727620*~x + 18446744069973664305*~(x^9028022560612258081) + 7471774622*~(x&~9028022560612258081),  49374 + 3735936685*x
680213920928262215*x + 17766530156517226086*(x|~4914558373070315831) + 17766530156517226086*(x|4914558373070315831) + 17766530156517275460,  49374 + 3735936685*x
49374*~8520849835393535968 + 49374*(x^8520849835393535968) + 18446744073709452868*~(x&8520849835393535968) + 3735887311*x,  49374 + 3735936685*x
18446744066237727620*~(x|4050832695155931481) + 18446744069973614931*~(x|~4050832695155931481) + 3735887311*~(x&4050832695155931481) + 3735887311*~(x^4050832695155931481),  49374 + 3735936685*x
3735887311*~4823705197062728755 + 7471823996*(x&4823705197062728755) + 18446744069973664305*~(x^4823705197062728755) + 18446744073709502242*~(x&~4823705197062728755),  49374 + 3735936685*x
9371833579133234890*(x&~5879894339375428615) + 18446744073709502242*~(x&5879894339375428615) + 9371833579133185516*(x&5879894339375428615) + 9074910498312253411*x,  49374 + 3735936685*x
7935262975022140253*~x + 7935262978758076938*x + 7935262975022189627,  49374 + 3735936685*x
16397441830772187224*(x&~7122463878435030293) + 16397441827036250539*~x + 16397441830772187224*(x&7122463878435030293) + 16397441827036299913,  49374 + 3735936685*x
18446744069973614931*~x + 9675248895667616400*(x^6918148867368867499) + 9675248895667616400*~(x^6918148867368867499) + 9675248891931729089,  49374 + 3735936685*x
14542792482799101137*(x&~4231409763206528897) + 3735936685*(x&4231409763206528897) + 14542792479063164452*~(x&~4231409763206528897) + 14542792479063213826,  49374 + 3735936685*x
18446744073709502242*~(x|~6272794349668032888) + 49374*(x&6272794349668032888) + 18446744073709502242*~(x^6272794349668032888) + 3735887311*x,  49374 + 3735936685*x
17470401090460262953*(x&~7828925893028244318) + 17470401086724326268*~x + 17470401090460262953*(x&7828925893028244318) + 17470401086724375642,  49374 + 3735936685*x
18446744069973565557*(x^8690033084260523909) + 18446744069973565557*~(x^8690033084260523909) + 3735936685*(x|~8690033084260523909) + 3735936685*(x|8690033084260523909),  49374 + 3735936685*x
271228400600765051*~(x|7640525833653085416) + 18175515673108737191*~x + 18175515676844673876*x + 271228400600765051*(x|7640525833653085416),  49374 + 3735936685*x
18446744069973614931*~(x|8234343167886790460) + 3735936685*~8234343167886790460 + 18446744073709502242*~(x&8234343167886790460) + 3735887311*(x&8234343167886790460),  49374 + 3735936685*x
49374*~(x|711847579625138945) + 18446744073709502242*~(x&711847579625138945) + 18446744073709502242*~(x^711847579625138945) + 3735936685*x,  49374 + 3735936685*x
49374*~(x^2862975307495752350) + 3735936685*x + 18446744073709502242*(x|~2862975307495752350) + 18446744073709502242*~(x&~2862975307495752350),  49374 + 3735936685*x
2029928482190976420*~x + 2029928485926913105*x + 2029928482191025794,  49374 + 3735936685*x
3735936685*~4574606335992573108 + 3735936685*~(x^4574606335992573108) + 7471873370*(x|4574606335992573108) + 7471922744,  49374 + 3735936685*x
3735986059*(x&~7065523027164339733) + 18446744073709502242*~7065523027164339733 + 3735936685*(x&7065523027164339733) + 18446744073709502242*(x|7065523027164339733),  49374 + 3735936685*x
18446744069973565557*~(x|6126366026187696965) + 49374*~(x^6126366026187696965) + 3735887311*(x|~6126366026187696965) + 18446744073709502242*6126366026187696965,  49374 + 3735936685*x
880770762006330805*~x + 880770765742267490*x + 880770762006380179,  49374 + 3735936685*x
18446744073709502242*~4566486384299140676 + 18446744073709502242*(x&4566486384299140676) + 3735986059*x + 18446744073709502242*(x|4566486384299140676),  49374 + 3735936685*x
18446744069973614931*~1292179142442732927 + 18446744073709502242*~(x|~1292179142442732927) + 18446744069973614931*~(x^1292179142442732927) + 7471823996*(x|~1292179142442732927),  49374 + 3735936685*x
4876153240355817242*~(x|9037342843575267306) + 13570590829617797689*~x + 13570590833353734374*(x|~9037342843575267306) + 13570590829617847063,  49374 + 3735936685*x
3735936685*~2210192842582298466 + 49374*(x^2210192842582298466) + 18446744069973565557*~(x&2210192842582298466) + 3735887311*(x|2210192842582298466),  49374 + 3735936685*x
18446744069973614931*~3666862678878715826 + 18446744069973614931*~(x^3666862678878715826) + 7471873370*(x|~3666862678878715826) + 49374,  49374 + 3735936685*x
3735887311*~(x|~3044851223757331986) + 18446744069973614931*~(x&3044851223757331986) + 18446744069973614931*~(x^3044851223757331986) + 7471823996*(x|~3044851223757331986),  49374 + 3735936685*x
7471823996*(x&~6354347112739726354) + 18446744069973614931*~6354347112739726354 + 18446744073709502242*~(x|~6354347112739726354) + 3735887311*~(x^6354347112739726354),  49374 + 3735936685*x
18446744073709502242*(x&~5163037134575904330) + 18446744073709502242*~(x^5163037134575904330) + 3735986059*x + 18446744073709502242*(x|5163037134575904330),  49374 + 3735936685*x
921528491223356190*~x + 921528494959292875*x + 921528491223405564,  49374 + 3735936685*x
13840585211553894421*~(x|4587771412469748217) + 18446744069973614931*~x + 13840585211553894421*(x|4587771412469748217) + 13840585207818007110,  49374 + 3735936685*x
18390618015966977675*~x + 18390618019702914360*x + 18390618015967027049,  49374 + 3735936685*x
3735986059*(x^8744757429191630494) + 18446744069973565557*~(x&8744757429191630494) + 3735936685*(x|~8744757429191630494) + 18446744073709502242*(x|8744757429191630494),  49374 + 3735936685*x
1837633326611838786*~x + 3675266656959663631*x + 16609110747097663456*(x|~8693704034289063880) + 16609110747097663456*(x|8693704034289063880),  49374 + 3735936685*x
14089152893767418589*~x + 14089152897503355274*(x&5121549714836263391) + 4357591176206196342*~(x&~5121549714836263391) + 18446744069973664305,  49374 + 3735936685*x
3735936685*(x&~5929328267479637419) + 18446744069973565557*~5929328267479637419 + 3735936685*(x|~5929328267479637419) + 18446744073709502242*5929328267479637419,  49374 + 3735936685*x
3497449760916477576*~x + 3735887311*~(x&6459766160842230598) + 3497449768388301572*(x&6459766160842230598) + 14949294309057137355*~(x&~6459766160842230598),  49374 + 3735936685*x
18446744069973614931*~(x|1162697214236902119) + 7471823996*~1162697214236902119 + 18446744069973614931*~(x&1162697214236902119) + 3735887311*1162697214236902119,  49374 + 3735936685*x
6705430928212060439*~x + 6705430931947997124*x + 6705430928212109813,  49374 + 3735936685*x
14462683920155304583*(x&~2947840641981926857) + 14462683916419367898*~x + 3984060153554247033*~(x&2947840641981926857) + 18446744069973664305,  49374 + 3735936685*x
18446744069973664305*(x&~3803571443858563059) + 18446744069973614931*~x + 3735887311*(x^3803571443858563059) + 3735887311*(x|~3803571443858563059),  49374 + 3735936685*x
807587630383138063*(x&~7390098155225367321) + 18446744073709502242*~(x&7390098155225367321) + 807587630383088689*(x&7390098155225367321) + 17639156447062350238*x,  49374 + 3735936685*x
18446744069973614931*~(x|7467149279315042456) + 18446744073709502242*~7467149279315042456 + 3735936685*(x|~7467149279315042456) + 18446744073709502242*7467149279315042456,  49374 + 3735936685*x
3735936685*~5360752777013032043 + 18446744069973614931*~(x&5360752777013032043) + 3735936685*(x|5360752777013032043) + 49374,  49374 + 3735936685*x
18446744073709502242*~(x|1092026283922741124) + 5868900940829412549*~(x|~1092026283922741124) + 5868900944565349234*x + 12577843132880089693*(x|1092026283922741124),  49374 + 3735936685*x
18446744062501790935*~(x|6063745900440582939) + 7471823996*~6063745900440582939 + 18446744069973614931*(x^6063745900440582939) + 3735887311*~(x&~6063745900440582939),  49374 + 3735936685*x
3735887311*(x&~5473118492378449667) + 16566360409996988769*~x + 16566360413732925454*(x&5473118492378449667) + 1880383663712513473*~(x&~5473118492378449667),  49374 + 3735936685*x
3735887311*~5236004105780926523 + 18446744069973614931*~(x|~5236004105780926523) + 7471823996*5236004105780926523 + 18446744069973614931*~(x&~5236004105780926523),  49374 + 3735936685*x
3735887311*(x&~5923364682954096794) + 18446744073709502242*~(x|~5923364682954096794) + 3735936685*(x&5923364682954096794) + 18446744073709502242*~(x^5923364682954096794),  49374 + 3735936685*x
18446744073709502242*~(x|5578552452047236044) + 3735936685*(x&~5578552452047236044) + 3735936685*(x&5578552452047236044) + 18446744073709502242*(x|5578552452047236044),  49374 + 3735936685*x
11207760681*~7640189859464111202 + 18446744066237678246*~(x&7640189859464111202) + 18446744069973614931*~(x^7640189859464111202) + 7471823996*7640189859464111202,  49374 + 3735936685*x
5887669471746210810*~(x|2375443747137241067) + 18446744073709502242*~(x|~2375443747137241067) + 5887669475482147495*x + 12559074601963291432*(x|~2375443747137241067),  49374 + 3735936685*x
8882462495538239721*~x + 8882462499274176406*x + 8882462495538289095,  49374 + 3735936685*x
9655596147147498528*~x + 864448224321431499*x + 8791147926562003714*(x|~1914309723032752147) + 8791147926562003714*(x|1914309723032752147),  49374 + 3735936685*x
18446744069973664305*~(x|1075931319909041097) + 3735887311*~1075931319909041097 + 3735936685*(x&1075931319909041097) + 18446744073709502242*~(x&~1075931319909041097),  49374 + 3735936685*x
17071994829620438349*~(x|3152752474064657564) + 17071994829620438349*~(x|~3152752474064657564) + 1374749244089063893*~x + 3735887311*x,  49374 + 3735936685*x
16774312876485704620*~x + 10059587635466674619*~(x&7539036715611428129) + 8387156441978764308*x + 10059587635466674619*~(x&~7539036715611428129),  49374 + 3735936685*x
18446744066237678246*~(x|8047049575702550599) + 3735887311*~8047049575702550599 + 3735936685*~(x^8047049575702550599) + 18446744073709502242*8047049575702550599,  49374 + 3735936685*x
13203357649864111180*~x + 13203357653600047865*x + 13203357649864160554,  49374 + 3735936685*x
18411076598072374944*(x&244212659989269255) + 35667479373113357*x + 35667475637176672*~(x&~244212659989269255) + 35667475637226046,  49374 + 3735936685*x
49374*~106763622361353080 + 18446744073709502242*~(x&106763622361353080) + 3735936685*x + 18446744073709502242*(x|~106763622361353080),  49374 + 3735936685*x
18446744069973565557*~(x|~8030648646006532918) + 18446744069973614931*~(x^8030648646006532918) + 3735887311*(x|~8030648646006532918) + 3735936685*8030648646006532918,  49374 + 3735936685*x
15124069180464807515*(x&~3107226508356435731) + 15124069176728870830*~x + 3322674893244744101*~(x&3107226508356435731) + 18446744069973664305,  49374 + 3735936685*x
