18446744069973614931*~(x|(~y|5148131303079159687)) + 3735936685*(y&~5148131303079159687) + 18446744069973614931*~(x&(~y|5148131303079159687)) + 18446744069973664305,  49374 + 3735936685*x
18446744069973664305*((x&1824464007576164926)^~(x^(y&1824464007576164926))) + 18446744069973664305*(~x&(y|1824464007576164926)) + 3735837937*~(x&(y|1824464007576164926)) + 3735887311*(y^(x&(~y|1824464007576164926))) + 7471774622*(1824464007576164926&(x|~y)) + 18446744069973664305*1824464007576164926 + 3735837937*(1824464007576164926|~(x^y)) + 18446744069973713679*(x|(~y|1824464007576164926)),  49374 + 3735936685*x
18446744069973614931*(7408113649723137074^~(~x&(~y&7408113649723137074))) + 11068046445720085894*(y^~(~x|(~y&7408113649723137074))) + 11068046445720085894*~(x^(y^7408113649723137074)) + 11068046438248261898*(y^(~x|(y^7408113649723137074))) + 3689348821466556857*(7408113649723137074^~(x|(~y&7408113649723137074))) + 7378697635461289718*(x|(~y&7408113649723137074)) + 11068046445720085894*((x&y)^(x^(~y|7408113649723137074))) + 3689348810258796176*(7408113649723137074|~(x|~y)),  49374 + 3735936685*x
3735986059*(z^(x|(~1721607019417140978|z))) + 3735986059*(z^(~x&(~1721607019417140978|z))) + 18446744073709502242*(x|(1721607019417140978^z)) + 7471972118*(x|(1721607019417140978&z)) + 18446744066237530124*~(~x&(1721607019417140978^z)),  49374 + 3735936685*x
18446744069973614931*(y^(x|(~y|8610212017352288432))) + 11207810055*(~8610212017352288432|(x^y)) + 3735936685*~(x^(y&8610212017352288432)) + 3735936685*(y^(~x&(y|8610212017352288432))) + 7471873370*(x&8610212017352288432) + 3735986059*(y&~(x&~8610212017352288432)) + 18446744069973565557*(~(x|~y)|(x^(y^8610212017352288432))) + 18446744062501692187*(y|~(x^8610212017352288432)),  49374 + 3735936685*x
18446744066237628872*(~x&(5754140027265582719^z)) + 7471873370*(~(x&~5754140027265582719)&(5754140027265582719^z)) + 18446744069973614931*((5754140027265582719&~z)|~(x|(~5754140027265582719&z))) + 3735936685*((x|5754140027265582719)&(x^(5754140027265582719^z))) + 18446744069973614931*~(~x|(~5754140027265582719&z)) + 3735887311*~(~x&(5754140027265582719^z)),  49374 + 3735936685*x
3735936685*(x&~1511484668648763569) + 18446744069973565557*(~(x^y)&(x^1511484668648763569)) + 18446744069973565557*(y^(x|(y&1511484668648763569))) + 18446744069973565557*(~(x^y)&~(x^1511484668648763569)) + 3735936685*(1511484668648763569^(~x&(~y|1511484668648763569))) + 3735986059*(x|(y^1511484668648763569)) + 18446744073709502242*(x|(y|1511484668648763569)),  49374 + 3735936685*x
12297829379982442870*(~(x&y)&(x^(y^3338251821638432381))) + 6148914689991221435*((x&3338251821638432381)^~(x^(y&3338251821638432381))) + 12297829383718280807*(y^(x|3338251821638432381)) + 12297829383718330181*((x&y)^(y|~3338251821638432381)) + 12297829383718330181*(y^~(x|(y^3338251821638432381))) + 3735936685*(x|(~y&3338251821638432381)) + 6148914689991172061*(y^~(x|(y&3338251821638432381))),  49374 + 3735936685*x
18446744073709502242*(~z&~(x^6339534735678826883)) + 7471922744*(z^(x|~6339534735678826883)) + 18446744062501692187*(6339534735678826883&~(x&z)) + 18446744069973516183*(6339534735678826883^(x|~z)) + 18446744069973614931*(~(x|6339534735678826883)|~(x^(6339534735678826883^z))) + 18446744066237579498*(z&~(x^6339534735678826883)) + 49374*(z|~(x|6339534735678826883)) + 11207810055*(6339534735678826883|z),  49374 + 3735936685*x
3735936685*~(~x|(~y|4400426810792855225)) + 3735837937*(4400426810792855225^~(~x&(~y&4400426810792855225))) + 18446744069973614931*~(x|(y^4400426810792855225)) + 3735887311*~(x|~y) + 18446744069973614931*((x&4400426810792855225)^(y|4400426810792855225)) + 18446744069973713679*~(x&4400426810792855225) + 3735887311*(y^~(~x&(~y|4400426810792855225))) + 3735887311*(y^~(x|(y&4400426810792855225))),  49374 + 3735936685*x
16251862544923894790*~(~x|(~1040514454706163336|z)) + 16251862541187958105*~x + 2194881532521544137*(~x|(~1040514454706163336&z)) + 2194881532521544137*~(~x|(~1040514454706163336&z)) + 16251862544923894790*(x&(~1040514454706163336|z)),  49374 + 3735936685*x
3735936685*~(~x|(4472522588325171800&z)) + 18446744069973565557*~(x&4472522588325171800) + 18446744069973565557*(x&4472522588325171800) + 3735936685*(4472522588325171800^~(x|(4472522588325171800^z))) + 3735936685*(z|(x&~4472522588325171800)),  49374 + 3735936685*x
3735887311*(~z&~(x^5808798416377553175)) + 18446744069973614931*((x|5808798416377553175)&(5808798416377553175^z)) + 18446744073709502242*(5808798416377553175^(x|(5808798416377553175|z))) + 18446744069973565557*((x&5808798416377553175)|(x^(5808798416377553175^z))) + 11207810055*~(~x&(~5808798416377553175|z)) + 18446744069973664305*~(~x&(5808798416377553175&z)) + 18446744066237628872*(z^~(x|(5808798416377553175&z))) + 7471873370*~(x&~z),  49374 + 3735936685*x
18446744058766002372*(~y&~(x^4736576761399878538)) + 14943549244*(y^~(~x&(~y&4736576761399878538))) + 18446744069973664305*(y^~(~x&(y^4736576761399878538))) + 18446744069973664305*~(y|~4736576761399878538) + 18446744073709502242*~x + 18446744066237776994*(~4736576761399878538|~(x^y)) + 11207661933*(~(x^y)|~(x^4736576761399878538)),  49374 + 3735936685*x
14943647992*((x&z)^(x^(~2636524615628937447&z))) + 18446744073709502242*~(2636524615628937447&z) + 3735936685*(2636524615628937447^(x|~z)) + 18446744066237727620*(2636524615628937447^(x|(2636524615628937447^z))) + 3735887311*((x&2636524615628937447)^(2636524615628937447|z)) + 18446744066237727620*(~2636524615628937447|(x^z)) + 18446744069973664305*(~(x^2636524615628937447)|~(x^z)) + 7471774622*(~(x&~2636524615628937447)&~(2636524615628937447^z)),  49374 + 3735936685*x
14757395262703568103*~3050547419158552261 + 3689348818477856883*(x&(y^3050547419158552261)) + 7378697629483840396*((x&3050547419158552261)^~(x^(y&3050547419158552261))) + 11068046440489774535*~(y&3050547419158552261) + 14757395258967631418*((x&y)^(y|3050547419158552261)) + 14757395262703568103*((y&~3050547419158552261)^(x|(y^3050547419158552261))) + 14757395258967631418*((x&~y)|~(y^3050547419158552261)) + 7378697629483791022*(~x|(y|3050547419158552261)),  49374 + 3735936685*x
11068046444225711220*~(~x|(~3280830141970774646|z)) + 14757395255231694733*(3280830141970774646^(~x|(3280830141970774646&z))) + 7378697629483840396*(z^~(~x&(~3280830141970774646&z))) + 3689348818477856883*((x|~3280830141970774646)&~(x^(3280830141970774646^z))) + 3689348814741870824*((x&z)^~(x^(3280830141970774646&z))) + 11068046444225711220*(3280830141970774646^~(~x&(~3280830141970774646|z))) + 11068046447961647905*(x^(~3280830141970774646&z)) + 7378697629483791022*(3280830141970774646|~z),  49374 + 3735936685*x
18446744069973565557*(z^(~x|(~5740238503154797419|z))) + 18446744069973565557*((x|5740238503154797419)&~(x^(5740238503154797419^z))) + 3735986059*(x^(5740238503154797419&z)) + 3735936685*(x|~z) + 49374*(z^~(x|(5740238503154797419&z))) + 18446744073709502242*(5740238503154797419^~(~x|(5740238503154797419&z))) + 18446744073709502242*(z|~(x^5740238503154797419)),  49374 + 3735936685*x
7471823996*(y&~5057994655560362080) + 49374*((x|~y)&(y^5057994655560362080)) + 18446744073709502242*((x&5057994655560362080)^(x^(~y&5057994655560362080))) + 18446744066237678246*((x&5057994655560362080)^(y|5057994655560362080)) + 7471823996*(5057994655560362080&~(x&y)) + 3735887311*(~(x^y)&~(x^5057994655560362080)) + 3735936685*(x^(~y&5057994655560362080)) + 18446744069973614931*(y^(~x|(y^5057994655560362080))),  49374 + 3735936685*x
12297829387454266866*((x&8287153415657020026)^(8287153415657020026|~z)) + 18446744066237678246*(~x|(~8287153415657020026&z)) + 12297829383718330181*(~(x^8287153415657020026)|~(x^z)) + 18446744066237678246*((x&8287153415657020026)|~(8287153415657020026^z)) + 3735936685*(z^~(x|(8287153415657020026&z))) + 18446744069973614931*(~x|(~8287153415657020026|z)) + 12297829391190203551*(x|(~8287153415657020026|z)) + 12297829383718330181*(x|(8287153415657020026|z)),  49374 + 3735936685*x
18446744066237776994*(z^~(~x&(~6441388255565630691&z))) + 3735837937*((x&6441388255565630691)^(6441388255565630691|~z)) + 18446744066237776994*(x^(6441388255565630691|z)) + 18446744069973713679*((x&~6441388255565630691)|~(x^(6441388255565630691^z))) + 18446744073709502242*(~(x|6441388255565630691)|~(x^(6441388255565630691^z))) + 11207661933*((x^6441388255565630691)|(x^z)) + 7471774622*(6441388255565630691^~(x&(6441388255565630691|z))) + 18446744069973664305*(z|(x&6441388255565630691)),  49374 + 3735936685*x
6148914693727158120*~(~x|(y|4141612181358197313)) + 6148914693727108746*~(~x|(y&4141612181358197313)) + 12297829379982393496*~(x&(y|4141612181358197313)) + 12297829383718330181*(~(x^y)&~(x^4141612181358197313)) + 12297829383718330181*~(x&(~y&4141612181358197313)) + 12297829383718330181*(4141612181358197313|~(x|~y)),  49374 + 3735936685*x
760909693104745899*~(x|(~y|707989393579627460)) + 17685834380604756343*(y^(x|(y&707989393579627460))) + 18446744069973614931*(y^~(~x&(y&707989393579627460))) + 17685834376868819658*(y^~(x|(y&707989393579627460))) + 760909700576619269*(x|(~y|707989393579627460)),  49374 + 3735936685*x
12297829376246522643*(y^(~x|(y&7922325990966406174))) + 12297829383718297265*(7922325990966406174^~(~x&(~y&7922325990966406174))) + 12297829376246522643*(y^~(~x&(y^7922325990966406174))) + 12297829383718346639*((x&y)^~(x^(~y|7922325990966406174))) + 12297829387454233950*~(y|~7922325990966406174) + 7471823996*(7922325990966406174^(x|~y)) + 11207760681*~(x^7922325990966406174) + 18446744066237678246*(7922325990966406174^~(x|(y&7922325990966406174))),  49374 + 3735936685*x
18446744062501790935*(~(x^1085299087127412147)&(x^z)) + 18446744069973614931*(1085299087127412147^(~x|(1085299087127412147&z))) + 11207760681*(~(x&~1085299087127412147)&(1085299087127412147^z)) + 18446744058765854250*(1085299087127412147^~(~x|(1085299087127412147^z))) + 11207760681*((x^1085299087127412147)|(x^z)) + 18446744069973614931*(1085299087127412147^~(x|z)) + 14943697366*((x&1085299087127412147)|~(1085299087127412147^z)) + 18446744066237678246*(~x|(~1085299087127412147|z)),  49374 + 3735936685*x
3735936685*(z^~(~x&(~3098973228224502738|z))) + 7471922744*(x&(3098973228224502738&z)) + 18446744073709502242*~(~x&(3098973228224502738|z)) + 18446744066237628872*((3098973228224502738&z)|(~x&(3098973228224502738|z))) + 3735936685*(z|~(x|~3098973228224502738)),  49374 + 3735936685*x
8198552924969505758*~(~x|(6677409861462069738|z)) + 12297829383718346639*((x&6677409861462069738)^~(x^(6677409861462069738&z))) + 14347467611224774050*~6677409861462069738 + 8198552921233569073*((x&z)^(6677409861462069738|z)) + 2049638231242364096*(z^(~x&(6677409861462069738|z))) + 6148914693727141662*((x&6677409861462069738)|~(6677409861462069738|~z)) + 14347467611224774050*~(x&~6677409861462069738) + 14347467614960710735*~(~x&(6677409861462069738^z)),  49374 + 3735936685*x
18446744069973614931*((x&6579648113609027011)^(x^(~y&6579648113609027011))) + 18446744069973614931*((x&y)^(y|~6579648113609027011)) + 7471823996*((x&y)^(y|6579648113609027011)) + 11207760681*((x&y)|~(y|6579648113609027011)) + 18446744069973614931*(y^(~x&(~y|6579648113609027011))) + 18446744069973614931*(~(x&~y)&~(y^6579648113609027011)),  49374 + 3735936685*x
18446744069973664305*~(x|y) + 3735854395*((x&5199589745194573661)^(x^(~y&5199589745194573661))) + 18446744069973680763*~(x|~5199589745194573661) + 18446744073709518700*~(x^(~y&5199589745194573661)) + 32916*((x&y)|~(y|~5199589745194573661)) + 3735821479*((x&y)^(x^(~y|5199589745194573661))) + 49374*((x&~y)|~(y^5199589745194573661)) + 18446744073709535158*(y^~(~x|(y&5199589745194573661))),  49374 + 3735936685*x
3735887311*~(y|920876683795062823) + 8192400156493004939*(~x&(y^920876683795062823)) + 3418114640317510912*(~(x&y)&(x^(y^920876683795062823))) + 3418114632845637542*(~(x&y)&(y^920876683795062823)) + 7471823996*(y^920876683795062823) + 18446744069973614931*~(x&920876683795062823) + 3418114640317461538*((y&920876683795062823)|(~x&(y|920876683795062823))) + 15028629437127977389*((x&y)^(x^(y&920876683795062823))),  49374 + 3735936685*x
18446744069973763053*~(~x|(2216767838836226303|z)) + 18446744073709502242*(z^(~x|(2216767838836226303|z))) + 7471725248*~(~x|(2216767838836226303&z)) + 18446744073709502242*((x&z)^~(2216767838836226303&~z)) + 18446744069973713679*(2216767838836226303^(x&(~2216767838836226303|z))) + 49374*~(x^2216767838836226303) + 3735887311*(2216767838836226303^(x&~z)) + 18446744073709502242*(~(x|~2216767838836226303)|(x^(2216767838836226303^z))),  49374 + 3735936685*x
4374993203597880572*~(x|(~9081066766204494414|z)) + 4374993203597880572*(x&~z) + 14071750870111671044*(z^(x|(9081066766204494414|z))) + 18446744069973614931*((x&9081066766204494414)^~(x^(9081066766204494414&z))) + 3735887311*(~x|(~9081066766204494414&z)) + 7471823996*(9081066766204494414^~(x|(~9081066766204494414&z))) + 18446744066237727620*(~(x&~9081066766204494414)&~(9081066766204494414^z)) + 3735887311*((x|9081066766204494414)&~(9081066766204494414^z)),  49374 + 3735936685*x
18446744073709502242*(7044834640225139766^(~x|(y|7044834640225139766))) + 3735936685*~7044834640225139766 + 18446744069973664305*(~(x&~y)&~(x^(y^7044834640225139766))) + 18446744069973614931*~(x&(y|7044834640225139766)) + 3735887311*(y^(x|~7044834640225139766)) + 3735887311*(y^(~x&(y^7044834640225139766))),  49374 + 3735936685*x
18446744066237727620*~(x|(7856923215242434730&z)) + 18446744066237727620*(x&(~7856923215242434730&z)) + 18446744069973614931*~(x|(7856923215242434730^z)) + 11207711307*(x^(7856923215242434730|z)) + 18446744066237727620*(z^~(~x&(~7856923215242434730|z))) + 18446744066237727620*(~(x&~7856923215242434730)&(x^(7856923215242434730^z))) + 11207711307*(~(x^7856923215242434730)|~(x^z)),  49374 + 3735936685*x
6148914689991139145*(y^~(x&~559505200838790796)) + 18446744069973614931*(559505200838790796^(~x|(~y&559505200838790796))) + 18446744073709502242*(559505200838790796^~(x&y)) + 12297829387454349156*(y^~(x|(y^559505200838790796))) + 12297829379982377038*(~(x&~y)&(x^(y^559505200838790796))) + 12297829383718313723*(559505200838790796^(~x&(y|559505200838790796))) + 3735986059*((y&~559505200838790796)^(x|(y^559505200838790796))) + 18446744073709502242*((x&559505200838790796)^(x^(y&559505200838790796))),  49374 + 3735936685*x
3735986059*~(~x|(6173329977842729881|z)) + 18446744073709452868*((6173329977842729881&z)^~(x&(6173329977842729881^z))) + 18446744066237826368*(6173329977842729881^~(x&(6173329977842729881^z))) + 3735887311*(6173329977842729881^(~x|(6173329977842729881|z))) + 18446744069973664305*(z^(x&(~6173329977842729881|z))) + 18446744066237826368*(z^(~x|(~6173329977842729881&z))) + 7471774622*(~z|~(x^6173329977842729881)) + 3735837937*((x&6173329977842729881)|~(6173329977842729881^z)),  49374 + 3735936685*x
18446744062501741561*((x^y)&~(x^7001022916617662384)) + 14943697366*((x&7001022916617662384)^(x^(~y&7001022916617662384))) + 18446744066237678246*(~y|(x^7001022916617662384)) + 18446744058765804876*(y^~(x&(~y|7001022916617662384))) + 11207810055*(y^(~x|(y^7001022916617662384))) + 11207760681*((x&7001022916617662384)^~(x^(~y&7001022916617662384))) + 18446744069973614931*(x|7001022916617662384),  49374 + 3735936685*x
18446744073709502242*(1023859942053186019^(~x|(~1023859942053186019|z))) + 3735837937*(1023859942053186019&(x^z)) + 18446744069973664305*(~x&(~1023859942053186019|z)) + 3735788563*~(x^(1023859942053186019&z)) + 18446744069973713679*(1023859942053186019^(~x&(~1023859942053186019|z))) + 3735936685*(x|~1023859942053186019),  49374 + 3735936685*x
3735887311*(~(x^2806558747907570605)&(x^z)) + 18446744069973664305*(~(x|2806558747907570605)|(2806558747907570605^z)) + 18446744069973614931*(~x&(~2806558747907570605|z)) + 3735936685*(2806558747907570605^(x|~z)) + 18446744073709502242*(~(x|~2806558747907570605)|~(x^(2806558747907570605^z))) + 18446744073709502242*(~2806558747907570605|~(x^z)) + 3735936685*(~(x^2806558747907570605)|~(x^z)),  49374 + 3735936685*x
18446744073709535158*(~(x|~y)|(y^1023970171469435490)) + 3735920227*x + 16458*(y&(x|1023970171469435490)) + 18446744073709518700*~(x&(~y&1023970171469435490)) + 18446744073709535158*(1023970171469435490^~(x|y)),  49374 + 3735936685*x
11207810055*(y&~274155072208156878) + 18446744069973614931*((x^y)&~(x^274155072208156878)) + 18446744066237678246*(y^~(~x|(y^274155072208156878))) + 3735936685*(274155072208156878&(x^y)) + 18446744066237727620*(274155072208156878&(x|y)) + 11207760681*((x&y)^(x^(y&274155072208156878))) + 18446744073709502242*(~x|(y|274155072208156878)),  49374 + 3735936685*x
3233859459202586912*(x&~z) + 10840301762720132579*~x + 15212884618242852015*(z^~(~x&(~8640141286660478583|z))) + 7606442310989369663*(z^(~x&(~8640141286660478583|z))) + 10840301766456069264*(z|~(x|~8640141286660478583)),  49374 + 3735936685*x
18446744066237628872*(4588182668893237276^(x|(~y|4588182668893237276))) + 18446744069973614931*(~y&(x^4588182668893237276)) + 14943796114*(4588182668893237276^(x|(y&4588182668893237276))) + 18446744066237678246*~(x|~4588182668893237276) + 18446744073709502242*(x^(y|4588182668893237276)) + 18446744069973565557*((x&y)|~(y|~4588182668893237276)) + 7471873370*(4588182668893237276^~(x|y)),  49374 + 3735936685*x
3736084807*(6052806107927903725&~z) + 18446744069973516183*(z^(~x|(6052806107927903725|z))) + 18446744069973565557*(z^(x|6052806107927903725)) + 3735887311*((x&6052806107927903725)^~(x^(~6052806107927903725|z))) + 18446744073709502242*(x&(6052806107927903725&z)) + 3735986059*(6052806107927903725^~(x&(6052806107927903725|z))) + 18446744073709502242*(6052806107927903725^(~x&(6052806107927903725^z))),  49374 + 3735936685*x
18446744073709502242*((x&5710942601167004329)^(5710942601167004329|~z)) + 3735936685*(z^~(x&(5710942601167004329&z))) + 18446744069973614931*(5710942601167004329^~(x&(~5710942601167004329|z))) + 3735936685*((x|~5710942601167004329)&(x^(5710942601167004329^z))) + 18446744069973614931*((x&5710942601167004329)|(x^(5710942601167004329^z))) + 3735887311*((x&5710942601167004329)|~(5710942601167004329|~z)),  49374 + 3735936685*x
18446744069973565557*(z^(x|(~2104326151558893953|z))) + 7471922744*(z^(x|~2104326151558893953)) + 18446744069973614931*(x^(~2104326151558893953|z)) + 18446744073709502242*(z^(x&2104326151558893953)) + 3735936685*~(~x|(~2104326151558893953&z)) + 3735936685*(z^~(x|(~2104326151558893953&z))) + 18446744069973565557*(~(x|~2104326151558893953)|~(2104326151558893953^z)),  49374 + 3735936685*x
3735887311*(z^(~x|(7751660249837103272&z))) + 18446744055030016313*((x&7751660249837103272)^~(x^(~7751660249837103272|z))) + 18446744069973614931*(~(x&~7751660249837103272)&~(x^(7751660249837103272^z))) + 11207711307*(~(x|~7751660249837103272)|(7751660249837103272^z)) + 18446744069973614931*(~(x&~7751660249837103272)&(x^(7751660249837103272^z))) + 14943647992*~(~x&(~7751660249837103272|z)) + 18446744058765952998*(z|~(x|~7751660249837103272)) + 7471774622*(z|(x^7751660249837103272)),  49374 + 3735936685*x
9467523788198345767*((x|~6334136511085037499)&~(x^(6334136511085037499^z))) + 18446744066237678246*~(x|(6334136511085037499^z)) + 18446744069973664305*((x&6334136511085037499)|~(6334136511085037499|~z)) + 18446744073709502242*((x&6334136511085037499)|(6334136511085037499^z)) + 8979220289247142534*(6334136511085037499&(x|z)) + 488303498951203233*(z^~(~x|(6334136511085037499&z))) + 9467523788198345767*(z^~(x|6334136511085037499)) + 17958440578494235694*(x|(~6334136511085037499|z)),  49374 + 3735936685*x
98748*~(y|~5186085314758789433) + 18446744073709502242*((x|~y)&(y^5186085314758789433)) + 49374*(~(x&~y)&~(x^(y^5186085314758789433))) + 18446744073709502242*(~(x|~y)|(y^5186085314758789433)) + 3735986059*x + 18446744073709502242*~(~x&(y|5186085314758789433)) + 18446744073709502242*~(y&~5186085314758789433),  49374 + 3735936685*x
7471823996*(~x&(y^7284135246018793515)) + 18446744073709535158*((x&7284135246018793515)^~(y&~7284135246018793515)) + 18446744066237678246*((x&7284135246018793515)^(y|7284135246018793515)) + 3735920227*(7284135246018793515&(x^y)) + 3735903769*((x&~y)|~(x^(y^7284135246018793515))) + 16458*(~(x|y)|~(x^(y^7284135246018793515))) + 7471840454*(x&y) + 18446744069973598473*(7284135246018793515^(~x&(~y|7284135246018793515))),  49374 + 3735936685*x
18446744073709502242*~(~x|(~7836017770386177374|z)) + 7639308332295878725*~(x|~z) + 7639308332295928099*(7836017770386177374^(~x&(7836017770386177374|z))) + 15278616668327743509*x + 3168127409117695418*(x|(~7836017770386177374&z)) + 18446744073709502242*((x&z)^~(x^(~7836017770386177374&z))) + 10807435741413672891*(7836017770386177374&(x|z)),  49374 + 3735936685*x
6148914689991188519*(~5562785168275367074&~(x^y)) + 18446744069973565557*(y^5562785168275367074) + 18446744069973614931*(y^(x&5562785168275367074)) + 6148914697463111263*(y^(x&(~y|5562785168275367074))) + 3735936685*(5562785168275367074^~(~x|(~y&5562785168275367074))) + 6148914701199047948*(x&y) + 18446744066237628872*((x&5562785168275367074)^(x^(y&5562785168275367074))) + 12297829383718313723*((x^y)|~(x^5562785168275367074)),  49374 + 3735936685*x
3735936685*~(x|y) + 18446744069973565557*((x^y)&~(x^2553339613452789186)) + 11207810055*(y&(x|~2553339613452789186)) + 18446744062501741561*(y^~(x|(y^2553339613452789186))) + 3735936685*~(x^(~y|2553339613452789186)) + 18446744066237678246*(2553339613452789186^(x&~y)) + 3735887311*(~(x^y)|(x^2553339613452789186)) + 3735936685*((x&~y)|~(y^2553339613452789186)),  49374 + 3735936685*x
3735986059*~(~x|(y&2212553126230794433)) + 18446744069973614931*(~x&(~y|2212553126230794433)) + 18446744069973565557*(y^(x&(~y|2212553126230794433))) + 3735936685*(~(x|~y)|(y^2212553126230794433)) + 18446744073709502242*(x|~y) + 3735936685*~(y^2212553126230794433),  49374 + 3735936685*x
18446744066237678246*(~(x&2977631300815981153)&(x^(2977631300815981153^z))) + 11207760681*((x&z)^(x^(~2977631300815981153&z))) + 18446744066237678246*(2977631300815981153^(~x|(~2977631300815981153|z))) + 3735936685*(~(x|~2977631300815981153)|~(x^(2977631300815981153^z))) + 7471873370*(~(x|2977631300815981153)|(x^(2977631300815981153^z))) + 18446744073709502242*((x&z)^~(x^(~2977631300815981153&z))) + 18446744069973614931*(~x|(2977631300815981153|z)),  49374 + 3735936685*x
18446744062501790935*(8128028264725841829^(x|(8128028264725841829&z))) + 3735887311*(z^~(~x&(8128028264725841829&z))) + 18446744055029966939*~(x|~z) + 11207760681*(8128028264725841829^~(~x&(~8128028264725841829|z))) + 18446744058765903624*(z^~(x|8128028264725841829)) + 11207711307*(z|~(x|8128028264725841829)) + 7471823996*(z|~(x|~8128028264725841829)),  49374 + 3735936685*x
18446744073709502242*~(x&(~y|1788656402747656308)) + 49374*(y^~(~x&(~y|1788656402747656308))) + 3735936685*((x&y)|(x^(y^1788656402747656308))) + 49374*(y&1788656402747656308) + 18446744069973614931*(~(x|~y)|(x^(y^1788656402747656308))) + 3735837937*((x&y)^(x^(y&1788656402747656308))),  49374 + 3735936685*x
18446744073709502242*(~y&(x^2122227360358323873)) + 49374*~(x|~2122227360358323873) + 18446744069973516183*~(x^(~y&2122227360358323873)) + 3735936685*(x^y) + 3735936685*(x^(y&2122227360358323873)) + 18446744069973614931*((x^y)|(x^2122227360358323873)) + 18446744073709452868*(y^(~x&(y|2122227360358323873))) + 3735986059*(~(x^y)|~(x^2122227360358323873)),  49374 + 3735936685*x
18446744062501692187*((x|~y)&(y^3491680418027492386)) + 7471873370*(y^~(x&~3491680418027492386)) + 18446744073709502242*(~x&(y&3491680418027492386)) + 18446744066237678246*~(x|(~y&3491680418027492386)) + 3735986059*(3491680418027492386&(x^y)) + 3735936685*((x^y)|(x^3491680418027492386)) + 3735936685*(y&(x|~3491680418027492386)) + 18446744073709502242*((x^y)|~(x^3491680418027492386)),  49374 + 3735936685*x
3735936685*(2188866285468713989^(x&(2188866285468713989|z))) + 7471922744*(2188866285468713989^~(x&z)) + 3735986059*(x&z) + 3735936685*((x&z)|(2188866285468713989&~z)) + 18446744069973565557*(2188866285468713989^~(x&(2188866285468713989&z))) + 18446744069973565557*(z^~(x|~2188866285468713989)) + 18446744069973614931*((x&z)^~(x^(~2188866285468713989&z))) + 18446744073709502242*((x&2188866285468713989)|~(2188866285468713989^z)),  49374 + 3735936685*x
6148914689991188519*(~(x&y)&(x^(y^3780796897632248313))) + 6148914689991188519*((x&3780796897632248313)^~(x^(y&3780796897632248313))) + 18446744069973614931*~(x|~y) + 18446744066237678246*(y^~(x|3780796897632248313)) + 6148914697463061889*(y|~(x|~3780796897632248313)) + 12297829391190187093*~(~x&(y^3780796897632248313)) + 18446744069973614931*(x|3780796897632248313),  49374 + 3735936685*x
3735936685*~(~x|(451633626456150279&z)) + 12297829379982393496*(z^~(~x|(~451633626456150279&z))) + 12297829383718330181*(x|(~451633626456150279&z)) + 12297829383718379555*((x|451633626456150279)&~(451633626456150279^z)) + 18446744073709502242*(~(x|~451633626456150279)|~(451633626456150279^z)) + 12297829383718330181*(z|(x&451633626456150279)),  49374 + 3735936685*x
18446744069973614931*(z^(x|(~2055011531296297599|z))) + 3735920227*~(~x|(2055011531296297599&z)) + 3735920227*(2055011531296297599^(x|(~2055011531296297599|z))) + 18446744066237678246*(2055011531296297599^~(~x|(~2055011531296297599&z))) + 18446744069973614931*((x&2055011531296297599)|(2055011531296297599^z)) + 7471856912*(2055011531296297599|(x&~z)) + 18446744073709535158*((x&2055011531296297599)^(x^(~2055011531296297599|z))) + 18446744073709535158*(~x|(2055011531296297599|z)),  49374 + 3735936685*x
18446744069973516183*(~z&(x^447932410425838848)) + 18446744066237530124*(x&(447932410425838848^z)) + 3735936685*(447932410425838848^(x|(447932410425838848|z))) + 7471972118*(447932410425838848^(x|~z)) + 3735986059*(z^(~x|(~447932410425838848&z))) + 11207908803*(x&447932410425838848) + 18446744069973565557*(447932410425838848^~(x&z)) + 18446744066237530124*(~(x&~447932410425838848)&~(447932410425838848^z)),  49374 + 3735936685*x
18446744055029868191*(z^(~x|(4357924180622915235|z))) + 29887394732*~z + 3735887311*(4357924180622915235^~(x&(~4357924180622915235&z))) + 18446744058765903624*(4357924180622915235^~(~x&(4357924180622915235^z))) + 7471774622*(4357924180622915235^~(~x&(~4357924180622915235|z))) + 18446744066237727620*(z^~(~x|(~4357924180622915235&z))) + 18446744058765854250*(x^(4357924180622915235^z)) + 18679584677*(z^~(x|~4357924180622915235)),  49374 + 3735936685*x
18446744055029966939*(y^~(x&(~y&3313509880962134695))) + 18446744069973664305*(~x&(y&3313509880962134695)) + 18446744069973614931*((x&y)^(y|~3313509880962134695)) + 18446744058765854250*((x&3313509880962134695)^(y|3313509880962134695)) + 26151408673*~(x&3313509880962134695) + 7471823996*((x|~y)&(x^(y^3313509880962134695))) + 18446744066237727620*(y|~3313509880962134695) + 3735887311*(3313509880962134695^~(x|y)),  49374 + 3735936685*x
18446744062501790935*((1136719698487169149&~z)|~(x|(~1136719698487169149&z))) + 14943697366*(~x&(1136719698487169149|z)) + 18446744062501741561*(~x|(1136719698487169149^z)) + 18446744069973614931*(1136719698487169149&(x|~z)) + 18446744066237678246*(~(x|~1136719698487169149)|~(1136719698487169149^z)) + 18679634051*(1136719698487169149|~(x^z)) + 18446744058765854250*z + 11207760681*(x|(~1136719698487169149|z)),  49374 + 3735936685*x
18446744073709502242*~x + 3735887311*x,  49374 + 3735936685*x
