9925453257363832303*~(y|~5148131303079159687) + 7471873370*(y^(~x|(y|5148131303079159687))) + 18446744069973614931*~y + 4260645406304891314*(y^5148131303079159687) + 3735936685*(y^(x|(y^5148131303079159687))) + 9925453264835705673*(y^~(x|(y^5148131303079159687))) + 4260645406304891314*~(x^(y&5148131303079159687)) + 4260645402568954629*~(x^(y|5148131303079159687)),  3735936685*~x
7471873370*~(~x|(2188866285468713989|z)) + 18446744066237678246*(2188866285468713989^~(~x&(~2188866285468713989&z))) + 3735936685*(~(x&2188866285468713989)&(2188866285468713989^z)) + 18446744069973614931*((2188866285468713989&~z)|~(~x|(~2188866285468713989&z))) + 18446744062501741561*((x&~2188866285468713989)|(x^(2188866285468713989^z))) + 11207810055*(~2188866285468713989|~(x^z)) + 3735936685*(x|2188866285468713989),  3735936685*~x
6148914689991204977*(~3780796897632248313&~(x^y)) + 6148914689991204977*(y^(x|(y&3780796897632248313))) + 6148914689991204977*(3780796897632248313^~(~x&(y|3780796897632248313))) + 3735936685*~(x&3780796897632248313) + 6148914693727141662*(~x|(~y&3780796897632248313)) + 6148914689991204977*((x^y)|(x^3780796897632248313)),  3735936685*~x
1351209378641408668*~(~x|(451633626456150279|z)) + 18446744069973614931*~(~x|(~451633626456150279|z)) + 17095534695068142948*~(x&(451633626456150279&z)) + 15744325308954860910*(451633626456150279&~(x^z)) + 15744325312690797595*(451633626456150279^~(x&(~451633626456150279|z))) + 4053628147132036059*~(x^(451633626456150279&z)) + 18446744069973614931*(451633626456150279^(~x|(451633626456150279^z))) + 1351209382377345353*((451633626456150279&z)|(x&(451633626456150279|z))),  3735936685*~x
18446744069973614931*(x^(2055011531296297599&z)) + 3735936685*(2055011531296297599^(x|(~2055011531296297599&z))) + 18446744069973614931*(2055011531296297599&~(x^z)) + 3735936685*(2055011531296297599|~(x|z)),  3735936685*~x
3735936685*(z^(~x|(~447932410425838848|z))) + 18446744069973614931*((x&~447932410425838848)|(447932410425838848^z)) + 13857719825982430532*(~x&(447932410425838848&z)) + 13857719818510557162*(x&(447932410425838848&z)) + 3735936685*((x&447932410425838848)|(447932410425838848^z)) + 4589024247727121084*(447932410425838848&z) + 3735936685*(z&~(x&~447932410425838848)),  3735936685*~x
18446744069973614931*(4357924180622915235^~(~x&(~4357924180622915235&z))) + 18446744066237678246*(4357924180622915235^~(~x|(~4357924180622915235&z))) + 3735936685*(4357924180622915235^(x|(~4357924180622915235&z))) + 18446744066237678246*(z&~(x^4357924180622915235)) + 7471873370*~(x&(4357924180622915235^z)),  3735936685*~x
12297829387454283324*~(y|3313509880962134695) + 18446744069973614931*(3313509880962134695^~(~x|(~y&3313509880962134695))) + 12297829387454283324*(~(x|~y)|(y^3313509880962134695)) + 6148914689991204977*(3313509880962134695^~(x&y)) + 6148914689991204977*(x&(y|3313509880962134695)) + 6148914693727141662*(3313509880962134695&~(x&~y)),  3735936685*~x
11207810055*~(1136719698487169149&z) + 18446744062501741561*(1136719698487169149^(x|~z)) + 18446744069973614931*((x|~1136719698487169149)&(x^(1136719698487169149^z))) + 18446744066237678246*~(~x&(~1136719698487169149|z)) + 18446744069973614931*((x&1136719698487169149)|~(1136719698487169149|~z)) + 3735936685*(~(x&~1136719698487169149)&~(1136719698487169149^z)) + 11207810055*((x&1136719698487169149)^(x^(1136719698487169149&z))),  3735936685*~x
3735936685*(y^(x|(~y|4823705197062728755))) + 7471873370*(y&~(x&4823705197062728755)) + 18446744066237678246*(y^(x&(~y|4823705197062728755))) + 18446744069973614931*(y^~(x|(~y&4823705197062728755))) + 3735936685*~(~x&(y^4823705197062728755)),  3735936685*~x
3735936685*~(x|(5474815140324346584&z)) + 18446744069973614931*(x^z) + 3735936685*((x&z)^(5474815140324346584|z)) + 18446744069973614931*(5474815140324346584&(x|~z)) + 3735936685*((x&z)^(x^(5474815140324346584&z))),  3735936685*~x
3735936685*((3644391700141535982&z)^~(~x&(3644391700141535982^z))) + 7471873370*((x|3644391700141535982)&~(x^(3644391700141535982^z))) + 18446744069973614931*((x^3644391700141535982)|(x^z)) + 14943746740*(3644391700141535982&~(x^z)) + 18446744058765804876*(x&3644391700141535982) + 7471873370*(3644391700141535982^~(x|(3644391700141535982&z))) + 18446744066237678246*(z^~(x|(3644391700141535982&z))),  3735936685*~x
12297829379982409954*(y^(x|4313017659139233739)) + 6148914689991204977*(~(x|y)|(y^4313017659139233739)) + 6148914689991204977*(~(x&y)&~(y^4313017659139233739)) + 6148914697463078347*~(x&y) + 6148914693727141662*(y^~(x|~4313017659139233739)) + 6148914689991204977*(x&(~y|4313017659139233739)) + 6148914689991204977*(x|(y|4313017659139233739)),  3735936685*~x
18446744062501741561*((x&3314091409117814535)^~(y&~3314091409117814535)) + 11207810055*(3314091409117814535&~(x&y)) + 18446744066237678246*(y^~(x&(~y|3314091409117814535))) + 14943746740*(y^~(x&(y|3314091409117814535))) + 18446744062501741561*(x|(~y&3314091409117814535)) + 7471873370*((x&3314091409117814535)^~(x^(~y&3314091409117814535))) + 18446744062501741561*y + 7471873370*(y|(x^3314091409117814535)),  3735936685*~x
18446744066237678246*((x&2992051278394076734)|~(2992051278394076734|z)) + 3735936685*~(x^(2992051278394076734&z)) + 18446744069973614931*~(2992051278394076734^z) + 11207810055*(~(x|~2992051278394076734)|~(2992051278394076734^z)) + 18446744069973614931*(2992051278394076734&(x|z)) + 18446744062501741561*(2992051278394076734^~(~x|(2992051278394076734&z))) + 11207810055*(x|(2992051278394076734&z)),  3735936685*~x
6148914693727141662*~(x&(y|7632664150016879811)) + 6148914686255268292*((x&~y)|~(x^(y^7632664150016879811))) + 3735936685*(~(x|y)|~(x^(y^7632664150016879811))) + 6148914689991204977*(y&(x|~7632664150016879811)) + 6148914689991204977*(x|(y^7632664150016879811)) + 3735936685*~(~x&(~y&7632664150016879811)) + 6148914689991204977*(7632664150016879811|~(x|y)),  3735936685*~x
18446744069973614931*~(y|6741388914715592617) + 18128001374595255019*((x|~y)&~(x^(y^6741388914715592617))) + 3735936685*((x&y)^(y|~6741388914715592617)) + 3735936685*(~x&(~y|6741388914715592617)) + 18128001374595255019*(x&(y&6741388914715592617)) + 3735936685*(x&6741388914715592617) + 318742699114296597*~(x^(y|6741388914715592617)) + 18446744069973614931*(6741388914715592617&(x|y)),  3735936685*~x
12297829383718346639*(8969903311692771718^~(x&~y)) + 12297829387454283324*~(x|(~y&8969903311692771718)) + 6148914686255268292*((y&~8969903311692771718)|~(x|(~y&8969903311692771718))) + 12297829383718346639*(y^~(~x|(y^8969903311692771718))) + 6148914693727141662*(x^(~y|8969903311692771718)) + 12297829383718346639*((x&8969903311692771718)^(y|8969903311692771718)) + 6148914689991204977*(x^(y&8969903311692771718)),  3735936685*~x
15811494916052830888*(x^y) + 5270498311577504771*~(x&y) + 7905747458026415444*((x&y)|~(y|5523329181918105296)) + 7905747461762352129*(~5523329181918105296|~(x^y)) + 7905747458026415444*((y&~5523329181918105296)^(x|(y^5523329181918105296))) + 15811494919788767573*(~(x^y)|~(x^5523329181918105296)) + 5270498307841568086*(y&(x|5523329181918105296)) + 10540996615683136172*(y^~(~x|(y&5523329181918105296))),  3735936685*~x
3735936685*(5027766663442722658^(x|(5027766663442722658&z))) + 18446744069973614931*(x&(~5027766663442722658|z)) + 3735936685*((x&5027766663442722658)^(x^(~5027766663442722658|z))),  3735936685*~x
11282837161184018739*~(~x|(y|9154266592861911102)) + 7163906916261469562*(y^~(~x&(~y|9154266592861911102))) + 7163906923733342932*(9154266592861911102^(~x|(~y&9154266592861911102))) + 18446744066237678246*(x&y) + 7163906919997406247*((x|~y)&(x^(y^9154266592861911102))) + 11282837149976208684*((y&~9154266592861911102)^(x|(y^9154266592861911102))) + 11282837153712145369*((x&9154266592861911102)^~(x^(~y&9154266592861911102))) + 7471873370*(9154266592861911102|(x&y)),  3735936685*~x
7471873370*~(x|(6535519656389242581|z)) + 7471873370*(6535519656389242581^~(~x&(~6535519656389242581&z))) + 11207810055*(z^(~x|(~6535519656389242581&z))) + 18446744058765804876*(z^~(x&6535519656389242581)) + 7471873370*((6535519656389242581&~z)|~(~x|(~6535519656389242581&z))) + 18446744066237678246*~(x^(6535519656389242581|z)) + 3735936685*(z&~(x&~6535519656389242581)),  3735936685*~x
5502862817665690784*(x&(4294007980936912656^z)) + 18446744069973614931*(~x&(4294007980936912656&z)) + 5502862821401627469*(z^(x&(~4294007980936912656|z))) + 12943881256043860832*(z^~(~x|(~4294007980936912656&z))) + 18446744069973614931*((x|~4294007980936912656)&(x^(4294007980936912656^z))) + 3735936685*(~x|(4294007980936912656&z)),  3735936685*~x
7471873370*~(8944894636021146350|~z) + 2241562011*(x^z) + 1494374674*(8944894636021146350^~(~x&(8944894636021146350|z))) + 5977498696*(8944894636021146350&~(x^z)) + 4483124022*(8944894636021146350^~(x&(~8944894636021146350|z))) + 18446744072215176942*(x^(8944894636021146350^z)) + 18446744066984865583*(z&(x|~8944894636021146350)) + 18446744071467989605*~(~x&(8944894636021146350&z)),  3735936685*~x
18446744069973614931*(y^~(x&(y^1662439706146192618))) + 3735936685*(y^~(~x&(y&1662439706146192618))) + 3735936685*~(x&(~y&1662439706146192618)) + 18446744069973614931*((x&y)^(x^(y&1662439706146192618))),  3735936685*~x
18446744069973614931*((3657340409337288320&z)^~(~x&(3657340409337288320^z))) + 3735936685*((x&z)^~(x^(3657340409337288320&z))) + 18446744069973614931*((x|~3657340409337288320)&(x^(3657340409337288320^z))) + 18446744069973614931*(z^(~x&(3657340409337288320|z))) + 3735936685*((3657340409337288320&~z)^(x|(3657340409337288320^z))) + 3735936685*(3657340409337288320|~z),  3735936685*~x
18446744062501741561*((x|6860670275120372644)&(6860670275120372644^z)) + 7471873370*(6860670275120372644^~(x&~z)) + 18446744062501741561*(z&~(x^6860670275120372644)) + 7471873370*((6860670275120372644&~z)^(x|(6860670275120372644^z))) + 18446744066237678246*(z^(x&~6860670275120372644)) + 14943746740*((6860670275120372644&z)|(~x&(6860670275120372644|z))) + 3735936685*((x&6860670275120372644)|~(x^(6860670275120372644^z))) + 18446744066237678246*(z|~(x|6860670275120372644)),  3735936685*~x
7471873370*(~8811750272723614639&(x^y)) + 18446744069973614931*(8811750272723614639^(x|(~y&8811750272723614639))) + 11207810055*~(x^(y^8811750272723614639)) + 7471873370*(8811750272723614639&~(x^y)) + 18446744069973614931*(x|(y^8811750272723614639)) + 3735936685*(y&(x|8811750272723614639)) + 18446744066237678246*((x&y)|~(x^(y^8811750272723614639))),  3735936685*~x
3735936685*~(x|(~y|7769298518033677506)) + 18446744069973614931*(~7769298518033677506&(x^y)) + 3735936685*(y^~(~x|(y^7769298518033677506))) + 18446744069973614931*(y^(x&(~y|7769298518033677506))) + 3735936685*~(x&y),  3735936685*~x
26151556795*~(y|6657254742912841868) + 18679683425*(6657254742912841868^~(x&~y)) + 18446744062501741561*~(y&6657254742912841868) + 14943746740*(x^6657254742912841868) + 18446744066237678246*(y^~(~x&(y|6657254742912841868))) + 3735936685*(y&~(x^6657254742912841868)) + 18679683425*(y&6657254742912841868) + 18446744051293931506*((x&y)|~(y^6657254742912841868)),  3735936685*~x
3735936685*(~(x&8163287994999027418)&(x^(8163287994999027418^z))) + 744412603668210412*(z^(~x|(8163287994999027418&z))) + 17702331470041341204*(8163287994999027418^(x|(8163287994999027418&z))) + 17702331477513214574*~(x|(8163287994999027418^z)) + 18446744069973614931*(~(x&8163287994999027418)&~(8163287994999027418^z)) + 17702331470041341204*(8163287994999027418^~(x&(~8163287994999027418|z))) + 744412603668210412*(~(x|8163287994999027418)|~(8163287994999027418^z)),  3735936685*~x
7471873370*(y&~(x&4805211764802205959)) + 12115121134689762810*(x^(~y&4805211764802205959)) + 6331622942755725491*(4805211764802205959^~(x&(y|4805211764802205959))) + 12115121138425699495*((x&4805211764802205959)^~(x^(~y&4805211764802205959))) + 18446744066237678246*y + 6331622939019788806*(y|~4805211764802205959) + 6331622942755725491*(4805211764802205959&~(x&~y)) + 12115121130953826125*((x^y)|~(x^4805211764802205959)),  3735936685*~x
3735936685*~(x|(3501879854909230026^z)) + 18446744069973614931*(z&(x|3501879854909230026)) + 3735936685*(z|~(x|~3501879854909230026)),  3735936685*~x
6250715942779719496*~(x|5640730858757417394) + 6098014069200852745*~(x|(~5640730858757417394&z)) + 6250715939043782811*~(x^(5640730858757417394|z)) + 18294042200130684865*(5640730858757417394^(~x|(~5640730858757417394&z))) + 12348730008244635556*(5640730858757417394|z),  3735936685*~x
14943746740*~(~x|(7551792444762874571|z)) + 18446744066237678246*(z^(x|(~7551792444762874571|z))) + 18446744069973614931*(~(x&~7551792444762874571)&(7551792444762874571^z)) + 3735936685*(~(x&~7551792444762874571)&~(x^(7551792444762874571^z))) + 18446744066237678246*(x&(~7551792444762874571|z)) + 7471873370*(~(x^7551792444762874571)|~(x^z)),  3735936685*~x
6148914701199015032*~y + 18446744069973614931*(y^2150261873584139008) + 7471873370*(y&~(x&2150261873584139008)) + 18446744069973614931*~(x^(y^2150261873584139008)) + 6148914686255268292*(y^~(~x&(y&2150261873584139008))) + 12297829379982409954*(~2150261873584139008|~(x^y)) + 12297829379982409954*~(~x&(~y|2150261873584139008)) + 12297829387454283324*(~x|(y|2150261873584139008)),  3735936685*~x
3735936685*(~8693704034289063880&(x^y)) + 7471873370*(~(x&~y)&(y^8693704034289063880)) + 18446744069973614931*(~(x&y)&(y^8693704034289063880)) + 18446744069973614931*(y^~(~x&(y|8693704034289063880))) + 18446744066237678246*(x^(~y&8693704034289063880)) + 7471873370*~(y&~8693704034289063880),  3735936685*~x
10686621684627155728*(~x|(y^5121549714836263391)) + 10686621680891219043*(5121549714836263391&~(x^y)) + 2926499291808823155*((x&5121549714836263391)^~(x^(~y&5121549714836263391))) + 15520244785636665146*(~x|(y&5121549714836263391)) + 7760122389082395888*(y|~(x^5121549714836263391)),  3735936685*~x
18446744066237678246*(z^~(x&~5929328267479637419)) + 3735936685*((x&5929328267479637419)^(5929328267479637419|~z)) + 3735936685*(~(x&5929328267479637419)&~(x^(5929328267479637419^z))) + 18446744069973614931*(5929328267479637419^~(x&(~5929328267479637419|z))) + 18446744069973614931*(x&(~5929328267479637419|z)) + 11207810055*(~(x^5929328267479637419)|~(x^z)) + 18446744069973614931*(~x|(5929328267479637419|z)),  3735936685*~x
10718733385541557598*(x&(y^6459766160842230598)) + 3735936685*(y^6459766160842230598) + 3735936685*~(x&(y|6459766160842230598)) + 7728010684432057333*(6459766160842230598&~(x&y)) + 7728010688167994018*(x&y) + 18446744069973614931*((x&y)|(x^(y^6459766160842230598))) + 10718733389277494283*(6459766160842230598&~(x&~y)),  3735936685*~x
18446744069973614931*(~z&~(x^3822320898416577636)) + 3735936685*~(x&(~3822320898416577636|z)) + 18446744069973614931*(3822320898416577636^~(x|~z)) + 3735936685*(3822320898416577636^(~x&(~3822320898416577636|z))),  3735936685*~x
18446744069973614931*~(5588714080828655790|z) + 18446744069973614931*(5588714080828655790&~z) + 3735936685*((5588714080828655790&z)^~(x&(5588714080828655790^z))) + 3735936685*~(x|(~5588714080828655790&z)) + 18446744069973614931*(5588714080828655790^(x&~z)) + 3735936685*(5588714080828655790|(x&~z)),  3735936685*~x
5230311359*~(7435841620256606271|z) + 18446744070720802268*(z^(x|(7435841620256606271|z))) + 18446744070720802268*(~7435841620256606271&(x^z)) + 747187337*(x^(7435841620256606271|z)) + 4483124022*((x&z)^(7435841620256606271|z)) + 1494374674*(z^~(x|~7435841620256606271)) + 18446744072215176942*((x&7435841620256606271)|~(x^(7435841620256606271^z))),  3735936685*~x
14547174856870654545*(~z&(x^8206216650824919106)) + 14547174860606591230*~(x|8206216650824919106) + 14547174856870654545*((x|8206216650824919106)&(8206216650824919106^z)) + 3899569216838897071*(8206216650824919106^(x|z)) + 18446744069973614931*(8206216650824919106^(~x|(~8206216650824919106&z))) + 14547174856870654545*z + 3899569220574833756*(~x|(8206216650824919106|z)),  3735936685*~x
18446744032614248081*(~y&(x^6990593679585131138)) + 11207810055*(y^(~x|(~y|6990593679585131138))) + 29887493480*~(x|~6990593679585131138) + 14943746740*~(x^y) + 18446744055029868191*(y^(~x|(y^6990593679585131138))) + 29887493480*((x&~y)|(x^(y^6990593679585131138))) + 18446744069973614931*(y|~(x|6990593679585131138)) + 18446744051293931506*(y|6990593679585131138),  3735936685*~x
18446744069973614931*~(x|(3733958357746837545|z)) + 11207810055*(3733958357746837545^~(~x&(~3733958357746837545&z))) + 18446744069973614931*((3733958357746837545&z)^~(~x&(3733958357746837545^z))) + 7471873370*(3733958357746837545&~(x&z)) + 18446744069973614931*((x&~3733958357746837545)|~(x^(3733958357746837545^z))) + 3735936685*(3733958357746837545^~(x|(3733958357746837545&z))) + 18446744069973614931*(x|3733958357746837545),  3735936685*~x
2089664863479493920*((137692622313507823&z)^~(x&(137692622313507823^z))) + 17401911641969804656*(z^(x|(137692622313507823&z))) + 17401911641969804656*(z^~(x&(~137692622313507823&z))) + 1044832431739746960*(137692622313507823&(x^z)) + 16357079213965994381*~x + 1044832431739746960*(~x|(137692622313507823^z)),  3735936685*~x
6148914689991204977*(~x&(~y&6063745900440582939)) + 6148914693727141662*(6063745900440582939^(~x|(y&6063745900440582939))) + 6148914693727141662*~(x|(y^6063745900440582939)) + 12297829383718346639*(x^(y&6063745900440582939)) + 6148914689991204977*((x&y)|~(y^6063745900440582939)) + 12297829387454283324*((y&6063745900440582939)|(~x&(y|6063745900440582939))) + 18446744069973614931*(y^(x&(y^6063745900440582939))),  3735936685*~x
18446744069973614931*(5473118492378449667^~(~x&(5473118492378449667^z))) + 18446744043822058136*(5473118492378449667^~(x&~z)) + 18679683425*(5473118492378449667^z) + 26151556795*(5473118492378449667^~(~x&(5473118492378449667&z))) + 22415620110*(5473118492378449667^~(x|(~5473118492378449667&z))) + 18446744062501741561*(5473118492378449667|(x^z)) + 18446744062501741561*((x&~5473118492378449667)|~(5473118492378449667^z)),  3735936685*~x
18446744066237678246*(~(x&y)&(x^(y^5236004105780926523))) + 18446744069973614931*(y^~(~x&(~y&5236004105780926523))) + 3735936685*(x^(y|5236004105780926523)) + 3735936685*(~(x|~y)|(y^5236004105780926523)) + 3735936685*~(x^(~y|5236004105780926523)) + 18446744066237678246*(y^(x&(y^5236004105780926523))) + 7471873370*(~x|(~y|5236004105780926523)) + 18446744069973614931*(x|5236004105780926523),  3735936685*~x
11011020145236566804*((1544427884861809037&z)^~(x&(1544427884861809037^z))) + 11011020148972503489*(~x&(1544427884861809037&z)) + 3717861964236492406*(~(x&1544427884861809037)&~(1544427884861809037^z)) + 7435723932208921497*(x^(1544427884861809037|z)) + 3717861967972429091*(1544427884861809037^(~x&(~1544427884861809037|z))) + 14728882105737122525*(1544427884861809037|(x^z)),  3735936685*~x
11481956190458361659*~x + 3482393943493563321*(y^(x&(y|5923364682954096794))) + 11481956186722424974*((x|y)&(x^(y^5923364682954096794))) + 6964787886987126642*(~(x|y)|(x^(y^5923364682954096794))) + 14964350130215988295*(x&(y|5923364682954096794)) + 3482393943493563321*y,  3735936685*~x
11207810055*~(x|(y|5578552452047236044)) + 18446744069973614931*(5578552452047236044^~(x&~y)) + 18446744062501741561*((x|~y)&~(y^5578552452047236044)) + 7471873370*(5578552452047236044^~(x&(y&5578552452047236044))) + 3735936685*(y^~(x&(~y|5578552452047236044))) + 18446744069973614931*~(x^y) + 3735936685*(5578552452047236044|(x&~y)),  3735936685*~x
6148914686255268292*(z^(x|(227952507724698690&z))) + 7471873370*(227952507724698690^~(x&(227952507724698690^z))) + 6148914689991204977*(227952507724698690^(x|(~227952507724698690|z))) + 6148914693727141662*(227952507724698690^~(~x|(~227952507724698690&z))) + 6148914693727141662*~(x&(227952507724698690&z)) + 12297829383718346639*(227952507724698690^~(x|(~227952507724698690&z))) + 12297829387454283324*(z&(x|227952507724698690)) + 12297829376246473269*~(~x&(227952507724698690^z)),  3735936685*~x
11207810055*((x|y)&(y^6343815336335962298)) + 18446744069973614931*(~(x|y)|(x^(y^6343815336335962298))) + 7471873370*(y^(x&~6343815336335962298)) + 18679683425*(~(x|y)|~(y^6343815336335962298)) + 18446744062501741561*~(x&(~y&6343815336335962298)) + 18446744062501741561*((x&y)^(x^(y&6343815336335962298))),  3735936685*~x
18446744069973614931*~(~x|(y&1914309723032752147)) + 3735936685*(y^(x|(~y|1914309723032752147))) + 18446744069973614931*~(x^1914309723032752147) + 3735936685*(y|~(x^1914309723032752147)),  3735936685*~x
3180569561630261731*(~(x|2115523391669572163)|(2115523391669572163^z)) + 18446744069973614931*(2115523391669572163^(x&z)) + 3735936685*(~x|(~2115523391669572163&z)) + 3180569561630261731*(x&(~2115523391669572163|z)) + 15266174508343353200*(2115523391669572163^~(x&(2115523391669572163&z))) + 3180569561630261731*(~(x|2115523391669572163)|~(2115523391669572163^z)) + 3180569557894325046,  3735936685*~x
16740572100687161654*~(4232564406849823893|z) + 853085986511194981*((4232564406849823893&z)^~(~x&(4232564406849823893^z))) + 853085990247131666*~(x&(4232564406849823893|z)) + 17593658090934293320*~(x^(4232564406849823893^z)) + 853085982775258296*((x&~4232564406849823893)|~(x^(4232564406849823893^z))) + 17593658087198356635*((x^4232564406849823893)|(x^z)),  3735936685*~x
3735936685*(4786204276777043156^(x&z)) + 18446744069973614931*(~(x&~4786204276777043156)&(x^(4786204276777043156^z))) + 7471873370*~(x^(4786204276777043156&z)) + 18446744069973614931*(z^~(x&(~4786204276777043156|z))),  3735936685*~x
18446744069973614931*((x^y)&~(x^5711581745429967212)) + 7471873370*(5711581745429967212^~(~x&(~y|5711581745429967212))) + 18446744069973614931*(~(x&y)&~(x^(y^5711581745429967212))) + 3735936685*(y^~(x|(~y&5711581745429967212))) + 18446744069973614931*~(x^y) + 18446744066237678246*(5711581745429967212^~(~x|(y&5711581745429967212))) + 7471873370*(5711581745429967212|~(x|y)),  3735936685*~x
11439093505305243675*(~x&(y^7056300669769114272)) + 3735936685*~x + 11439093505305243675*~(x^(y^7056300669769114272)) + 7007650568404307941*((y&~7056300669769114272)^(~x|(y^7056300669769114272))) + 11439093505305243675*(y^~(x&(y&7056300669769114272))) + 7007650568404307941*~(~x&(y&7056300669769114272)),  3735936685*~x
6000282472876966097*~(~x|(5705667183751414555|z)) + 6000282472876966097*~(x|z) + 12446461597096648834*(5705667183751414555^~(x&(~5705667183751414555&z))) + 7471873370*((x&z)^~(5705667183751414555&~z)) + 3735936685*(5705667183751414555^(~x&(5705667183751414555|z))) + 12446461604568522204*(z^~(x&(5705667183751414555|z))) + 6000282469141029412*(5705667183751414555^~(x&(5705667183751414555&z))) + 18446744069973614931*((x&z)^(x^(5705667183751414555&z))),  3735936685*~x
3735936685*(4876516032711670634^(x|(4876516032711670634&z))) + 3735936685*(4876516032711670634&(x^z)) + 18446744069973614931*((x&~4876516032711670634)|~(x^(4876516032711670634^z))) + 18446744062501741561*(x&(4876516032711670634|z)) + 7471873370*~(x^(4876516032711670634|z)) + 3735936685*(z|(x&4876516032711670634)),  3735936685*~x
14943746740*(x&~y) + 18446744069973614931*(x^6971203679624981267) + 18446744069973614931*(~(x|y)|~(x^(y^6971203679624981267))) + 3735936685*((x&~y)|(x^(y^6971203679624981267))) + 18446744069973614931*(x|~y) + 18446744062501741561*(x|(y^6971203679624981267)) + 18446744062501741561*((x&6971203679624981267)^~(x^(~y&6971203679624981267))) + 22415620110*~(x&~y),  3735936685*~x
3735936685*(~x&(~7687534494266563378&z)) + 3735936685*~(x|(~7687534494266563378&z)),  3735936685*~x
18446744062501741561*(7645555989686871919^~(~x&(~y&7645555989686871919))) + 14943746740*~(y&7645555989686871919) + 14943746740*~(x|(y^7645555989686871919)) + 18446744069973614931*(7645555989686871919^(x|(~y&7645555989686871919))) + 18446744066237678246*~(x&y) + 7471873370*(y|(x^7645555989686871919)) + 18446744066237678246*((x&y)|~(x^(y^7645555989686871919))),  3735936685*~x
10540996604475326117*(z^(x|(1840810123711622436|z))) + 5270498315313441456*~z + 13176245765867983530*(1840810123711622436^(~x|(1840810123711622436|z))) + 13176245769603920215*(z^~(~x&(~1840810123711622436|z))) + 15811494919788767573*(1840810123711622436^(x&z)) + 10540996611947199487*(1840810123711622436^(~x&(~1840810123711622436|z))) + 7905747458026415444*((x&~1840810123711622436)|~(1840810123711622436^z)) + 3735936685*(z|~(x|~1840810123711622436)),  3735936685*~x
7471873370*(x&(~3684546554294440158&z)) + 18446744069973614931*~(~x&(3684546554294440158&z)) + 3735936685*(~(x|~3684546554294440158)|~(3684546554294440158^z)) + 18446744069973614931*(3684546554294440158&(x|z)) + 7471873370*(3684546554294440158|(x^z)) + 3735936685*(z^~(x|(3684546554294440158&z))) + 18446744066237678246*(3684546554294440158^~(~x|(3684546554294440158&z))),  3735936685*~x
6148914689991204977*(5520806564985829789^(x|(y|5520806564985829789))) + 6148914689991204977*(y^(x|5520806564985829789)) + 6148914693727141662*(y^5520806564985829789) + 6148914693727141662*~(x&(y|5520806564985829789)) + 6148914689991204977*x + 12297829383718346639*(~(x|~y)|~(y^5520806564985829789)),  3735936685*~x
12297829383718346639*(2845800419284739585^~(x&~y)) + 12297829383718346639*((x&2845800419284739585)^~(x^(y&2845800419284739585))) + 6148914693727141662*(y^(x|2845800419284739585)) + 6148914689991204977*~(x&y) + 6148914689991204977*(2845800419284739585^~(x&(y&2845800419284739585))) + 18446744069973614931*~(x^(~y|2845800419284739585)) + 3735936685*(~(x|~y)|~(y^2845800419284739585)) + 12297829383718346639*((y&2845800419284739585)|(~x&(y|2845800419284739585))),  3735936685*~x
18446744069973614931*((7373270158321049828&z)^~(x&(7373270158321049828^z))) + 7471873370*(z^~(~x&(7373270158321049828|z))) + 18446744069973614931*(7373270158321049828^~(~x&(7373270158321049828|z))) + 18446744069973614931*(z&~(x^7373270158321049828)) + 11207810055*(z^~(x|(~7373270158321049828&z))) + 18446744066237678246*(7373270158321049828^(~x|(~7373270158321049828&z))),  3735936685*~x
18446744069973614931*(x&~z) + 3735936685*((x&z)^(x^(~8700762506695785354&z))) + 7471873370*~(x|~z) + 3735936685*~(x^(~8700762506695785354&z)) + 18446744066237678246*((x^8700762506695785354)|(x^z)) + 18446744066237678246*(z^(~x&(~8700762506695785354|z))) + 7471873370*(x|~z),  3735936685*~x
10248191152475966085*(3256863726026310656^~(~x&(~y&3256863726026310656))) + 14347467614960727193*(~x&(~y|3256863726026310656)) + 2049638231242380554*((x&y)^(y|3256863726026310656)) + 6148914689991204977*(3256863726026310656^(~x&(~y|3256863726026310656))) + 4099276462484761108*(3256863726026310656^~(x|(~y&3256863726026310656))) + 6148914689991204977*(x|(~y&3256863726026310656)) + 2049638231242380554*(y|~3256863726026310656),  3735936685*~x
18446744069973614931*(x&(~y&3074314057629170651)) + 3735936685*(y^~(~x&(y|3074314057629170651))) + 18446744069973614931*((x&y)|~(y|3074314057629170651)) + 3735936685*~(x^y),  3735936685*~x
18446744069973614931*~(x|(~y|566350040084085079)) + 18446744069973614931*(566350040084085079&~(x^y)) + 3735936685*~(x&(y^566350040084085079)) + 18446744069973614931*(x|(y&566350040084085079)) + 3735936685*(y|566350040084085079),  3735936685*~x
18446744062501741561*((7612102280266411287&z)^~(~x&(7612102280266411287^z))) + 22415620110*((x&z)^~(7612102280266411287&~z)) + 3735936685*(~(x^7612102280266411287)&~(x^z)) + 18446744058765804876*((x|~7612102280266411287)&(x^(7612102280266411287^z))) + 3735936685*(z^~(x&(7612102280266411287|z))) + 26151556795*(x&(7612102280266411287|z)) + 18446744058765804876*((x&7612102280266411287)|~(x^(7612102280266411287^z))) + 18446744069973614931*z,  3735936685*~x
